bitwidth,archx,pnr,percent_error,archx_norm,syn_norm
4,0.00023005608554687503,0.00011859755000000001,93.9804705467145,1.939804705467145,1.0
8,0.0007319552796874998,0.0003768328,94.23873922002007,6.171757171100918,3.1774079650043356
16,0.0026187602875,0.0017778673750000003,47.29784259076128,22.081065650175738,14.990759716368508
32,0.009924396781249997,0.00852014655,16.48152673207244,83.68129679955443,71.8408310289715
