bitwidth,archx,pnr,percent_error,archx_norm,syn_norm
4,0.002601494375,0.0017835,45.864557050742924,1.4586455705074293,1.0
8,0.007390655000000002,0.00520932,41.873699446376925,4.143905242500702,2.9208410428931875
16,0.024566525000000002,0.01704102,44.16111828986764,13.774334174376229,9.554819175777965
32,0.08930846000000005,0.05582214,59.98752466315346,50.074830389683235,31.299209419680405
