bitwidth,archx,pnr,percent_error,archx_norm,syn_norm
4,0.00013919281249999998,0.00011172,24.590773809523803,1.245907738095238,1.0
8,0.00037416225,0.00032639999999999996,14.633042279411782,3.349107142857143,2.9215896885069816
16,0.001195271,0.000942684,26.79445073852956,10.698809523809524,8.437916219119227
32,0.004242168,0.003032382,39.89556724713443,37.971428571428575,27.142696025778736
