arch,memory_area,memory_dynamic_energy,memory_leakage_power
4x4,0.0223073338929,0.5978572799999999,0.5155584
8x8,0.077251312215,3.72875648,1.8242051999999997
16x16,0.30713215573799996,26.5997056,6.8691216
32x32,1.133875419585,191.91464960000002,24.346404
