technology_nm,array_dim,chiplet_size,workload,batch_size,flops,execution_time_s,energy_j,power_w,cycle_count,throughput
7,64x256,32x32,llama_3_70b,128,18932804.38550528,82318.96481791993,14.80005809800721,1.291172352e-05,8231896481791.991,229.99322728829821
7,64x256,64x64,llama_3_70b,128,18932804.38550528,82318.96481791993,19.691548858628234,1.591147008e-05,8231896481791.991,229.99322728829821
7,64x512,64x64,llama_3_70b,128,9466402.19275264,71236.02333695993,12.79831916980095,3.182294016e-05,7123602333695.991,132.88785293326606
7,64x512,32x32,llama_3_70b,128,9466402.19275264,71236.02333695993,8.87630141924702,2.582344704e-05,7123602333695.991,132.88785293326606
7,128x128,32x32,llama_3_70b,128,75731217.54202113,111409.33959679991,46.9683737832275,1.138695424e-05,11140933959679.992,679.7564532390102
7,128x128,64x64,llama_3_70b,128,75731217.54202113,111409.33959679991,54.441910570592725,1.288682752e-05,11140933959679.992,679.7564532390102
7,128x256,64x64,llama_3_70b,128,37865608.77101056,82318.96481791993,29.530400019173197,2.577365504e-05,8231896481791.991,459.98645457659643
7,128x256,32x32,llama_3_70b,128,37865608.77101056,82318.96481791993,24.638909258552165,2.277390848e-05,8231896481791.991,459.98645457659643
7,128x512,32x32,llama_3_70b,128,18932804.38550528,71236.02333695993,13.795726999519498,4.554781696e-05,7123602333695.991,265.7757058665321
7,128x512,64x64,llama_3_70b,128,18932804.38550528,71236.02333695992,17.717744750073425,5.154731008e-05,7123602333695.991,265.7757058665322
7,256x256,64x64,llama_3_70b,128,75731217.54202113,82318.96481791993,49.208102340263096,4.549802495999999e-05,8231896481791.991,919.9729091531929
7,256x256,32x32,llama_3_70b,128,75731217.54202113,82318.96481791993,44.316611579642085,4.24982784e-05,8231896481791.991,919.9729091531929
7,256x512,32x32,llama_3_70b,128,37865608.77101056,71236.02333695993,23.634578160064454,8.49965568e-05,7123602333695.991,531.5514117330642
7,512x512,32x32,llama_3_70b,128,75731217.54202113,71236.02333695993,43.31228048115437,0.00016389403648,7123602333695.991,1063.1028234661285
7,512x512,64x64,llama_3_70b,128,75731217.54202113,71236.02333695993,47.234298231708294,0.0001698935296,7123602333695.991,1063.1028234661285
7,256x512,64x64,llama_3_70b,128,37865608.77101056,71236.02333695992,27.55659591061838,9.099604991999999e-05,7123602333695.991,531.5514117330644
16,256x512,64x64,llama_3_70b,128,37865608.77101056,71236.02333695992,41.18858322699019,0.0060894521856,7123602333695.991,531.5514117330644
16,512x512,64x64,llama_3_70b,128,75731217.54202113,71236.02333695993,63.299031634949905,0.01080349729792,7123602333695.991,1063.1028234661285
16,512x512,32x32,llama_3_70b,128,75731217.54202113,71236.02333695992,53.77942989212048,0.01011941549056,7123602333695.991,1063.1028234661287
16,256x512,32x32,llama_3_70b,128,37865608.77101056,71236.02333695993,31.668981484160764,0.00540537037824,7123602333695.991,531.5514117330642
16,256x256,32x32,llama_3_70b,128,75731217.54202113,82318.96481791993,56.171485954455235,0.00270268518912,8231896481791.991,919.9729091531929
16,256x256,64x64,llama_3_70b,128,75731217.54202113,82318.96481791993,68.0442124262478,0.0030447260928,8231896481791.991,919.9729091531929
16,128x512,64x64,llama_3_70b,128,18932804.38550528,71236.02333695993,30.133359023010332,0.00373242962944,7123602333695.991,265.7757058665321
16,128x512,32x32,llama_3_70b,128,18932804.38550528,71236.02333695993,20.613757280180906,0.00304834782208,7123602333695.991,265.7757058665321
16,128x256,32x32,llama_3_70b,128,37865608.77101056,82318.96481791993,34.06103754649552,0.00152417391104,8231896481791.991,459.98645457659643
16,128x256,64x64,llama_3_70b,128,37865608.77101056,82318.96481791993,45.93376401828809,0.00186621481472,8231896481791.991,459.98645457659643
16,128x128,64x64,llama_3_70b,128,75731217.54202113,111409.33959679992,80.65646500124083,0.00093310740736,11140933959679.992,679.7564532390102
16,128x128,32x32,llama_3_70b,128,75731217.54202113,111409.33959679991,62.516543575323375,0.00076208695552,11140933959679.992,679.7564532390102
16,64x512,32x32,llama_3_70b,128,9466402.19275264,71236.02333695993,15.086145178190975,0.001869836544,7123602333695.991,132.88785293326606
16,64x512,64x64,llama_3_70b,128,9466402.19275264,71236.02333695993,24.605746921020405,0.00255391835136,7123602333695.991,132.88785293326606
16,64x256,64x64,llama_3_70b,128,18932804.38550528,82318.96481791993,34.87853981430823,0.00127695917568,8231896481791.991,229.99322728829821
16,64x256,32x32,llama_3_70b,128,18932804.38550528,82318.96481791993,23.005813342515662,0.000934918272,8231896481791.991,229.99322728829821
16,64x128,32x32,llama_3_70b,128,37865608.77101056,111409.33959679991,40.40609516736365,0.000467459136,11140933959679.992,339.8782266195051
16,64x128,64x64,llama_3_70b,128,37865608.77101056,111409.33959679992,58.546016593281124,0.00063847958784,11140933959679.992,339.8782266195051
16,64x64,64x64,llama_3_70b,128,75731217.54202113,258690.19709439998,105.9524542630963,0.00031923979392,25869019709440.0,292.74869474232787
16,64x64,32x32,llama_3_70b,128,75731217.54202113,258690.19709439998,75.24240087299434,0.000233729568,25869019709440.0,292.74869474232787
16,64x64,16x16,llama_3_70b,128,75731217.54202113,258690.19709439998,59.887374177943364,0.00019097445504,25869019709440.0,292.74869474232787
16,64x128,16x16,llama_3_70b,128,37865608.77101056,111409.33959679992,31.336134454404927,0.00038194891008,11140933959679.992,339.8782266195051
16,64x256,16x16,llama_3_70b,128,18932804.38550528,82318.96481791993,17.06945010661938,0.00076389782016,8231896481791.991,229.99322728829821
16,64x512,16x16,llama_3_70b,128,9466402.19275264,71236.02333695993,10.326344306776262,0.00152779564032,7123602333695.991,132.88785293326606
16,128x128,16x16,llama_3_70b,128,75731217.54202113,111409.33959679991,53.446582862364636,0.0006765767295999999,11140933959679.992,679.7564532390102
16,128x256,16x16,llama_3_70b,128,37865608.77101056,82318.96481791993,28.12467431059924,0.0013531534591999998,8231896481791.991,459.98645457659643
16,128x512,16x16,llama_3_70b,128,18932804.38550528,71236.02333695993,15.85395640876619,0.0027063069183999996,7123602333695.991,265.7757058665321
16,256x256,16x16,llama_3_70b,128,75731217.54202113,82318.96481791993,50.235122718558955,0.00253166473728,8231896481791.991,919.9729091531929
16,256x512,16x16,llama_3_70b,128,37865608.77101056,71236.02333695993,26.90918061274605,0.00506332947456,7123602333695.991,531.5514117330642
16,512x512,16x16,llama_3_70b,128,75731217.54202113,71236.02333695992,49.019629020705764,0.00977737458688,7123602333695.991,1063.1028234661287
16,512x512,16x16,llama_3_70b,64,37865608.77101056,36567.45017344004,25.030129853527693,0.00977737458688,3656745017344.003,1035.5003860376737
16,256x512,16x16,llama_3_70b,64,18932804.38550528,36567.45017344004,13.974905649547836,0.00506332947456,3656745017344.003,517.7501930188369
16,256x256,16x16,llama_3_70b,64,37865608.77101056,49198.97980928004,25.37771903287275,0.00253166473728,4919897980928.003,769.6421535120583
16,128x512,16x16,llama_3_70b,64,9466402.19275264,36567.45017344004,8.44729354755791,0.0027063069183999996,3656745017344.003,258.8750965094184
16,128x256,16x16,llama_3_70b,64,18932804.38550528,49198.979809280034,14.322494828892895,0.0013531534591999998,4919897980928.003,384.8210767560292
16,64x256,16x16,llama_3_70b,64,9466402.19275264,49198.979809280034,8.794882726902966,0.00076389782016,4919897980928.003,192.4105383780146
16,64x512,16x16,llama_3_70b,64,4733201.09637632,36567.45017344004,5.683487496562945,0.00152779564032,3656745017344.003,129.4375482547092
16,64x512,16x16,llama_3_70b,32,2366600.54818816,18096.14430208,3.36205909145335,0.00152779564032,1809614430207.9995,130.7792703618162
16,64x256,16x16,llama_3_70b,32,4733201.09637632,29939.819151359996,4.535388724528718,0.00076389782016,2993981915135.9995,158.09050390210248
16,128x256,16x16,llama_3_70b,32,9466402.19275264,29939.819151359996,7.299194775523683,0.0013531534591999998,2993981915135.9995,316.18100780420497
16,128x512,16x16,llama_3_70b,32,4733201.09637632,18096.14430208,4.743962116950833,0.0027063069183999996,1809614430207.9995,261.5585407236324
16,256x512,16x16,llama_3_70b,32,9466402.19275264,18096.14430208,7.507768167945796,0.00506332947456,1809614430207.9995,523.1170814472648
16,512x512,16x16,llama_3_70b,32,18932804.38550528,18096.14430208,13.035380269935724,0.00977737458688,1809614430207.9995,1046.2341628945296
16,256x256,16x16,llama_3_70b,32,18932804.38550528,29939.819151359996,12.826806877513611,0.00253166473728,2993981915135.9995,632.3620156084099
16,256x256,32x32,llama_3_70b,32,18932804.38550528,29939.819151359996,14.578923884361554,0.00270268518912,2993981915135.9995,632.3620156084099
16,256x256,64x64,llama_3_70b,32,18932804.38550528,29939.819151359996,18.083157898057443,0.0030447260928,2993981915135.9995,632.3620156084099
16,256x512,64x64,llama_3_70b,32,9466402.19275264,18096.14430208,13.419037865784682,0.0060894521856,1809614430207.9995,523.1170814472648
16,256x512,32x32,llama_3_70b,32,9466402.19275264,18096.14430208,9.47819140055876,0.00540537037824,1809614430207.9995,523.1170814472648
16,512x512,32x32,llama_3_70b,32,18932804.38550528,18096.14430208,15.005803502548689,0.01011941549056,1809614430207.9995,1046.2341628945296
16,512x512,64x64,llama_3_70b,32,18932804.38550528,18096.14430208,18.94664996777461,0.01080349729792,1809614430207.9995,1046.2341628945296
16,128x512,64x64,llama_3_70b,32,4733201.09637632,18096.14430208,10.655231814789719,0.00373242962944,1809614430207.9995,261.5585407236324
16,128x512,32x32,llama_3_70b,32,4733201.09637632,18096.14430208,6.714385349563795,0.00304834782208,1809614430207.9995,261.5585407236324
16,128x256,32x32,llama_3_70b,32,9466402.19275264,29939.819151359996,9.051311782371625,0.00152417391104,2993981915135.9995,316.18100780420497
16,128x256,64x64,llama_3_70b,32,9466402.19275264,29939.819151359996,12.555545796067513,0.00186621481472,2993981915135.9995,316.18100780420497
16,64x256,64x64,llama_3_70b,32,4733201.09637632,29939.819151359996,9.791739745072547,0.00127695917568,2993981915135.9995,158.09050390210248
16,64x256,32x32,llama_3_70b,32,4733201.09637632,29939.819151359996,6.287505731376661,0.000934918272,2993981915135.9995,158.09050390210248
16,64x512,32x32,llama_3_70b,32,2366600.54818816,18096.14430208,5.332482324066313,0.001869836544,1809614430207.9995,130.7792703618162
16,64x512,64x64,llama_3_70b,32,2366600.54818816,18096.14430208,9.273328789292238,0.00255391835136,1809614430207.9995,130.7792703618162
16,64x512,64x64,llama_3_70b,64,4733201.09637632,36567.45017344004,14.384134833209457,0.00255391835136,3656745017344.003,129.4375482547092
16,64x512,32x32,llama_3_70b,64,4733201.09637632,36567.45017344004,8.583703275445115,0.001869836544,3656745017344.003,129.4375482547092
16,64x256,32x32,llama_3_70b,64,9466402.19275264,49198.97980928004,12.023222018444383,0.000934918272,4919897980928.003,192.41053837801456
16,64x256,64x64,llama_3_70b,64,9466402.19275264,49198.979809280034,18.479900601527213,0.00127695917568,4919897980928.003,192.4105383780146
16,128x256,64x64,llama_3_70b,64,18932804.38550528,49198.979809280034,24.007512703517143,0.00186621481472,4919897980928.003,384.8210767560292
16,128x256,32x32,llama_3_70b,64,18932804.38550528,49198.97980928004,17.55083412043431,0.00152417391104,4919897980928.003,384.82107675602913
16,128x512,32x32,llama_3_70b,64,9466402.19275264,36567.45017344004,11.34750932644008,0.00304834782208,3656745017344.003,258.8750965094184
16,128x512,64x64,llama_3_70b,64,9466402.19275264,36567.45017344004,17.147940884204424,0.00373242962944,3656745017344.003,258.8750965094184
16,256x512,64x64,llama_3_70b,64,18932804.38550528,36567.45017344004,22.67555298619435,0.0060894521856,3656745017344.003,517.7501930188369
16,256x512,32x32,llama_3_70b,64,18932804.38550528,36567.45017344004,16.87512142843001,0.00540537037824,3656745017344.003,517.7501930188369
16,512x512,32x32,llama_3_70b,64,37865608.77101056,36567.45017344004,27.930345632409868,0.01011941549056,3656745017344.003,1035.5003860376737
16,512x512,64x64,llama_3_70b,64,37865608.77101056,36567.45017344004,33.73077719017421,0.01080349729792,3656745017344.003,1035.5003860376737
16,256x256,64x64,llama_3_70b,64,37865608.77101056,49198.97980928004,35.062736907497005,0.0030447260928,4919897980928.003,769.6421535120583
16,256x256,32x32,llama_3_70b,64,37865608.77101056,49198.97980928004,28.60605832441417,0.00270268518912,4919897980928.003,769.6421535120583
16,128x128,32x32,llama_3_70b,64,37865608.77101056,74800.40669184002,31.021704668289427,0.00076208695552,7480040669184.002,506.22196383246836
16,128x128,64x64,llama_3_70b,64,37865608.77101056,74800.40669184002,39.8550982618759,0.00093310740736,7480040669184.002,506.22196383246836
16,64x128,64x64,llama_3_70b,64,18932804.38550528,74800.40669184002,28.799874057896044,0.00063847958784,7480040669184.002,253.11098191623418
16,64x128,32x32,llama_3_70b,64,18932804.38550528,74800.40669184002,19.96648046430957,0.000467459136,7480040669184.002,253.11098191623418
16,64x128,32x32,llama_3_70b,32,9466402.19275264,53692.740239360006,10.120846200794976,0.000467459136,5369274023936.0,176.30692996021088
16,64x128,64x64,llama_3_70b,32,9466402.19275264,53692.740239360006,14.675148966228406,0.00063847958784,5369274023935.999,176.30692996021088
16,128x128,64x64,llama_3_70b,32,18932804.38550528,53692.740239360006,20.20276106821833,0.00093310740736,5369274023935.999,352.61385992042176
16,128x128,32x32,llama_3_70b,32,18932804.38550528,53692.740239360006,15.648458302784904,0.00076208695552,5369274023935.999,352.61385992042176
16,128x128,16x16,llama_3_70b,32,18932804.38550528,53692.740239360006,13.371306920068191,0.0006765767295999999,5369274023936.0,352.61385992042176
16,64x128,16x16,llama_3_70b,32,9466402.19275264,53692.740239360006,7.843694818078262,0.00038194891008,5369274023936.0,176.30692996021088
16,64x128,16x16,llama_3_70b,64,18932804.38550528,74800.40669184002,15.549783667516335,0.00038194891008,7480040669184.002,253.11098191623418
16,128x128,16x16,llama_3_70b,64,37865608.77101056,74800.40669184003,26.60500787149619,0.0006765767295999999,7480040669184.002,506.22196383246825
16,64x64,16x16,llama_3_70b,64,37865608.77101056,126574.76894720002,29.816513183751237,0.00019097445504,12657476894720.0,299.15605681892254
16,64x64,16x16,llama_3_70b,32,18932804.38550528,102057.39941888001,14.936829519407386,0.00019097445504,10205739941888.0,185.51133473231363
16,64x64,32x32,llama_3_70b,32,18932804.38550528,102057.39941888001,18.740572168091674,0.000233729568,10205739941888.0,185.51133473231363
16,64x64,64x64,llama_3_70b,32,18932804.38550528,102057.39941888001,26.348057465460254,0.00031923979392,10205739941888.0,185.51133473231363
16,64x64,64x64,llama_3_70b,64,37865608.77101056,126574.7689472,52.46753151066636,0.00031923979392,12657476894720.0,299.1560568189226
16,64x64,32x32,llama_3_70b,64,37865608.77101056,126574.7689472,37.36685262605627,0.000233729568,12657476894720.0,299.1560568189226
16,32x32,32x32,llama_3_70b,64,37865608.77101056,411012.86440960004,50.94280855430774,8.003630656e-05,41101286440960.0,92.12755134903786
16,32x32,32x32,llama_3_70b,128,75731217.54202113,822025.7288192001,102.1858354960784,8.003630656e-05,82202572881920.0,92.12755134903786
16,32x32,32x32,llama_3_70b,32,18932804.38550528,205506.43220480002,25.38963055979067,8.003630656e-05,20550643220480.0,92.12755134903786
16,32x32,16x16,llama_3_70b,32,18932804.38550528,205506.43220480002,18.3002900486285,5.865875008e-05,20550643220480.0,92.12755134903786
16,32x32,16x16,llama_3_70b,64,37865608.77101056,411012.86440960004,36.68235381462021,5.865875008e-05,41101286440960.0,92.12755134903786
16,32x32,16x16,llama_3_70b,128,75731217.54202113,822025.7288192001,73.51481682297187,5.865875008e-05,82202572881920.0,92.12755134903786
