technology_nm,array_dim,chiplet_size,workload,batch_size,flops,execution_time_s,energy_j,power_w,cycle_count,throughput
7,256x512,16x16,llama_3_8b,32,1.001e+06,3.971e+03,6.472e-01,8.200e-05,3.971e+11,2.520e+02
7,512x512,16x16,llama_3_8b,32,2.001e+06,3.971e+03,1.167e+00,1.609e-04,3.971e+11,5.039e+02
7,256x256,16x16,llama_3_8b,32,2.001e+06,5.435e+03,1.154e+00,4.100e-05,5.435e+11,3.682e+02
7,128x512,16x16,llama_3_8b,32,5.003e+05,3.971e+03,3.872e-01,4.255e-05,3.971e+11,1.260e+02
7,128x256,16x16,llama_3_8b,32,1.001e+06,5.435e+03,6.341e-01,2.127e-05,5.435e+11,1.841e+02
7,128x128,16x16,llama_3_8b,32,2.001e+06,8.370e+03,1.176e+00,1.064e-05,8.370e+11,2.391e+02
7,64x512,16x16,llama_3_8b,32,2.501e+05,3.971e+03,2.572e-01,2.282e-05,3.971e+11,6.299e+01
7,64x256,16x16,llama_3_8b,32,5.003e+05,5.435e+03,3.742e-01,1.141e-05,5.435e+11,9.205e+01
7,64x128,16x16,llama_3_8b,32,1.001e+06,8.370e+03,6.563e-01,5.706e-06,8.370e+11,1.195e+02
7,32x32,16x16,llama_3_8b,32,2.001e+06,2.916e+04,1.391e+00,8.101e-07,2.916e+12,6.862e+01
7,64x64,16x16,llama_3_8b,32,2.001e+06,1.451e+04,1.244e+00,2.853e-06,1.451e+12,1.379e+02
7,64x64,32x32,llama_3_8b,32,2.001e+06,1.451e+04,1.441e+00,3.228e-06,1.451e+12,1.379e+02
7,32x32,32x32,llama_3_8b,32,2.001e+06,2.916e+04,1.727e+00,9.976e-07,2.916e+12,6.862e+01
7,64x64,64x64,llama_3_8b,32,2.001e+06,1.451e+04,1.835e+00,3.978e-06,1.451e+12,1.379e+02
7,64x128,64x64,llama_3_8b,32,1.001e+06,8.370e+03,1.054e+00,7.956e-06,8.370e+11,1.195e+02
7,64x128,32x32,llama_3_8b,32,1.001e+06,8.370e+03,7.890e-01,6.456e-06,8.370e+11,1.195e+02
7,64x256,32x32,llama_3_8b,32,5.003e+05,5.435e+03,4.865e-01,1.291e-05,5.435e+11,9.205e+01
7,64x256,64x64,llama_3_8b,32,5.003e+05,5.435e+03,7.111e-01,1.591e-05,5.435e+11,9.205e+01
7,64x512,64x64,llama_3_8b,32,2.501e+05,3.971e+03,6.362e-01,3.182e-05,3.971e+11,6.299e+01
7,64x512,32x32,llama_3_8b,32,2.501e+05,3.971e+03,3.836e-01,2.582e-05,3.971e+11,6.299e+01
7,128x128,32x32,llama_3_8b,32,2.001e+06,8.370e+03,1.309e+00,1.139e-05,8.370e+11,2.391e+02
