model,array_dim,batch_size,asram_size,wsram_size,array_execution_time,input_data_moved,weight_data_moved,input_transfer_window_cycles,weight_transfer_window_cycles,input_sram_window_cycles,weight_sram_window_cycles,input_dram_bandwidth,weight_dram_bandwidth,input_sram_bandwidth,weight_sram_bandwidth,input_active_avg_required_bandwidth,weight_active_avg_required_bandwidth,input_peak_required_bandwidth,weight_peak_required_bandwidth,input_required_bandwidth,weight_required_bandwidth
llama_3_70b,512x512,512,8.389e+07,3.355e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.025e+13,3.344e+06,3.288e+06,1.301e+01,1.250e+02,2.723e+01,1.821e+03,1.301e+01,1.250e+02,8.196e+03,3.174e+02,1.301e+01,1.250e+02
llama_3_70b,512x512,512,8.389e+07,4.194e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.026e+13,3.344e+06,2.666e+06,1.301e+01,1.249e+02,2.723e+01,1.797e+03,1.301e+01,1.249e+02,8.196e+03,3.173e+02,1.301e+01,1.249e+02
llama_3_70b,512x512,512,8.389e+07,5.033e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.027e+13,3.344e+06,2.250e+06,1.301e+01,1.249e+02,2.723e+01,1.774e+03,1.301e+01,1.249e+02,8.196e+03,3.172e+02,1.301e+01,1.249e+02
llama_3_70b,512x512,512,8.389e+07,5.872e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.027e+13,3.344e+06,1.953e+06,1.301e+01,1.249e+02,2.723e+01,1.752e+03,1.301e+01,1.249e+02,8.196e+03,3.171e+02,1.301e+01,1.249e+02
llama_3_70b,512x512,512,8.389e+07,6.711e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.028e+13,3.344e+06,1.732e+06,1.301e+01,1.249e+02,2.723e+01,1.729e+03,1.301e+01,1.249e+02,8.196e+03,3.170e+02,1.301e+01,1.249e+02
llama_3_70b,512x512,512,8.389e+07,7.550e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.029e+13,3.344e+06,1.558e+06,1.301e+01,1.249e+02,2.723e+01,1.708e+03,1.301e+01,1.249e+02,8.196e+03,3.170e+02,1.301e+01,1.249e+02
llama_3_70b,512x512,512,8.389e+07,8.389e+06,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.023e+13,3.344e+06,1.263e+07,1.301e+01,1.250e+02,2.723e+01,1.897e+03,1.301e+01,1.250e+02,8.196e+03,3.180e+02,1.301e+01,1.250e+02
llama_3_70b,512x512,512,8.389e+07,8.389e+07,5.028e+04,2.563e+14,6.743e+15,1.835e+13,5.030e+13,3.344e+06,1.419e+06,1.301e+01,1.249e+02,2.723e+01,1.688e+03,1.301e+01,1.249e+02,8.196e+03,3.169e+02,1.301e+01,1.249e+02
llama_3_8b,512x512,512,1.678e+07,1.678e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.905e+13,4.649e+06,7.047e+05,1.538e+01,1.156e+02,2.054e+01,5.962e+03,1.538e+01,1.156e+02,2.913e+04,3.174e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,2.517e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.905e+13,4.649e+06,4.929e+05,1.538e+01,1.156e+02,2.054e+01,5.683e+03,1.538e+01,1.156e+02,2.913e+04,3.172e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,3.355e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.906e+13,4.649e+06,3.872e+05,1.538e+01,1.156e+02,2.054e+01,5.426e+03,1.538e+01,1.156e+02,2.913e+04,3.170e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,4.194e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.906e+13,4.649e+06,3.236e+05,1.538e+01,1.156e+02,2.054e+01,5.193e+03,1.538e+01,1.156e+02,2.913e+04,3.169e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,5.033e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.906e+13,4.649e+06,2.812e+05,1.538e+01,1.156e+02,2.054e+01,4.980e+03,1.538e+01,1.156e+02,2.913e+04,3.167e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,5.872e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.906e+13,4.649e+06,2.508e+05,1.538e+01,1.156e+02,2.054e+01,4.787e+03,1.538e+01,1.156e+02,2.913e+04,3.166e+02,1.538e+01,1.156e+02
llama_3_8b,512x512,512,1.678e+07,6.711e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.907e+13,4.649e+06,2.285e+05,1.538e+01,1.155e+02,2.054e+01,4.598e+03,1.538e+01,1.155e+02,2.913e+04,3.164e+02,1.538e+01,1.155e+02
llama_3_8b,512x512,512,1.678e+07,7.550e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.907e+13,4.649e+06,2.107e+05,1.538e+01,1.155e+02,2.054e+01,4.432e+03,1.538e+01,1.155e+02,2.913e+04,3.163e+02,1.538e+01,1.155e+02
llama_3_8b,512x512,512,1.678e+07,8.389e+06,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.905e+13,4.649e+06,1.340e+06,1.538e+01,1.157e+02,2.054e+01,6.273e+03,1.538e+01,1.157e+02,2.913e+04,3.175e+02,1.538e+01,1.157e+02
llama_3_8b,512x512,512,1.678e+07,8.389e+07,1.907e+04,5.377e+13,2.365e+15,3.256e+12,1.907e+13,4.649e+06,1.963e+05,1.538e+01,1.155e+02,2.054e+01,4.281e+03,1.538e+01,1.155e+02,2.913e+04,3.161e+02,1.538e+01,1.155e+02
llama_3_8b,512x512,512,2.517e+07,1.678e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.905e+13,3.772e+06,7.047e+05,1.142e+01,1.156e+02,1.655e+01,5.962e+03,1.142e+01,1.156e+02,1.987e+04,3.174e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,2.517e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.905e+13,3.772e+06,4.929e+05,1.142e+01,1.156e+02,1.655e+01,5.683e+03,1.142e+01,1.156e+02,1.987e+04,3.172e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,3.355e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.906e+13,3.772e+06,3.872e+05,1.142e+01,1.156e+02,1.655e+01,5.426e+03,1.142e+01,1.156e+02,1.987e+04,3.170e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,4.194e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.906e+13,3.772e+06,3.236e+05,1.142e+01,1.156e+02,1.655e+01,5.193e+03,1.142e+01,1.156e+02,1.987e+04,3.169e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,5.033e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.906e+13,3.772e+06,2.812e+05,1.142e+01,1.156e+02,1.655e+01,4.980e+03,1.142e+01,1.156e+02,1.987e+04,3.167e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,5.872e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.906e+13,3.772e+06,2.508e+05,1.142e+01,1.156e+02,1.655e+01,4.787e+03,1.142e+01,1.156e+02,1.987e+04,3.166e+02,1.142e+01,1.156e+02
llama_3_8b,512x512,512,2.517e+07,6.711e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.907e+13,3.772e+06,2.285e+05,1.142e+01,1.155e+02,1.655e+01,4.598e+03,1.142e+01,1.155e+02,1.987e+04,3.164e+02,1.142e+01,1.155e+02
llama_3_8b,512x512,512,2.517e+07,7.550e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.907e+13,3.772e+06,2.107e+05,1.142e+01,1.155e+02,1.655e+01,4.432e+03,1.142e+01,1.155e+02,1.987e+04,3.163e+02,1.142e+01,1.155e+02
llama_3_8b,512x512,512,2.517e+07,8.389e+06,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.905e+13,3.772e+06,1.340e+06,1.142e+01,1.157e+02,1.655e+01,6.273e+03,1.142e+01,1.157e+02,1.987e+04,3.175e+02,1.142e+01,1.157e+02
llama_3_8b,512x512,512,2.517e+07,8.389e+07,1.907e+04,5.273e+13,2.365e+15,4.301e+12,1.907e+13,3.772e+06,1.963e+05,1.142e+01,1.155e+02,1.655e+01,4.281e+03,1.142e+01,1.155e+02,1.987e+04,3.161e+02,1.142e+01,1.155e+02
llama_3_8b,512x512,512,3.355e+07,1.678e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.905e+13,3.635e+06,7.047e+05,7.790e+00,1.156e+02,1.263e+01,5.962e+03,7.790e+00,1.156e+02,1.433e+04,3.174e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,2.517e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.905e+13,3.635e+06,4.929e+05,7.790e+00,1.156e+02,1.263e+01,5.683e+03,7.790e+00,1.156e+02,1.433e+04,3.172e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,3.355e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.906e+13,3.635e+06,3.872e+05,7.790e+00,1.156e+02,1.263e+01,5.426e+03,7.790e+00,1.156e+02,1.433e+04,3.170e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,4.194e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.906e+13,3.635e+06,3.236e+05,7.790e+00,1.156e+02,1.263e+01,5.193e+03,7.790e+00,1.156e+02,1.433e+04,3.169e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,5.033e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.906e+13,3.635e+06,2.812e+05,7.790e+00,1.156e+02,1.263e+01,4.980e+03,7.790e+00,1.156e+02,1.433e+04,3.167e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,5.872e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.906e+13,3.635e+06,2.508e+05,7.790e+00,1.156e+02,1.263e+01,4.787e+03,7.790e+00,1.156e+02,1.433e+04,3.166e+02,7.790e+00,1.156e+02
llama_3_8b,512x512,512,3.355e+07,6.711e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.907e+13,3.635e+06,2.285e+05,7.790e+00,1.155e+02,1.263e+01,4.598e+03,7.790e+00,1.155e+02,1.433e+04,3.164e+02,7.790e+00,1.155e+02
llama_3_8b,512x512,512,3.355e+07,7.550e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.907e+13,3.635e+06,2.107e+05,7.790e+00,1.155e+02,1.263e+01,4.432e+03,7.790e+00,1.155e+02,1.433e+04,3.163e+02,7.790e+00,1.155e+02
llama_3_8b,512x512,512,3.355e+07,8.389e+06,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.905e+13,3.635e+06,1.340e+06,7.790e+00,1.157e+02,1.263e+01,6.273e+03,7.790e+00,1.157e+02,1.433e+04,3.175e+02,7.790e+00,1.157e+02
llama_3_8b,512x512,512,3.355e+07,8.389e+07,1.907e+04,5.168e+13,2.365e+15,6.179e+12,1.907e+13,3.635e+06,1.963e+05,7.790e+00,1.155e+02,1.263e+01,4.281e+03,7.790e+00,1.155e+02,1.433e+04,3.161e+02,7.790e+00,1.155e+02
llama_3_8b,512x512,512,4.194e+07,1.678e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.905e+13,2.642e+06,7.047e+05,7.431e+00,1.156e+02,1.362e+01,5.962e+03,7.431e+00,1.156e+02,1.155e+04,3.174e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,2.517e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.905e+13,2.642e+06,4.929e+05,7.431e+00,1.156e+02,1.362e+01,5.683e+03,7.431e+00,1.156e+02,1.155e+04,3.172e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,3.355e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.906e+13,2.642e+06,3.872e+05,7.431e+00,1.156e+02,1.362e+01,5.426e+03,7.431e+00,1.156e+02,1.155e+04,3.170e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,4.194e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.906e+13,2.642e+06,3.236e+05,7.431e+00,1.156e+02,1.362e+01,5.193e+03,7.431e+00,1.156e+02,1.155e+04,3.169e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,5.033e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.906e+13,2.642e+06,2.812e+05,7.431e+00,1.156e+02,1.362e+01,4.980e+03,7.431e+00,1.156e+02,1.155e+04,3.167e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,5.872e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.906e+13,2.642e+06,2.508e+05,7.431e+00,1.156e+02,1.362e+01,4.787e+03,7.431e+00,1.156e+02,1.155e+04,3.166e+02,7.431e+00,1.156e+02
llama_3_8b,512x512,512,4.194e+07,6.711e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.907e+13,2.642e+06,2.285e+05,7.431e+00,1.155e+02,1.362e+01,4.598e+03,7.431e+00,1.155e+02,1.155e+04,3.164e+02,7.431e+00,1.155e+02
llama_3_8b,512x512,512,4.194e+07,7.550e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.907e+13,2.642e+06,2.107e+05,7.431e+00,1.155e+02,1.362e+01,4.432e+03,7.431e+00,1.155e+02,1.155e+04,3.163e+02,7.431e+00,1.155e+02
llama_3_8b,512x512,512,4.194e+07,8.389e+06,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.905e+13,2.642e+06,1.340e+06,7.431e+00,1.157e+02,1.362e+01,6.273e+03,7.431e+00,1.157e+02,1.155e+04,3.175e+02,7.431e+00,1.157e+02
llama_3_8b,512x512,512,4.194e+07,8.389e+07,1.907e+04,5.064e+13,2.365e+15,6.346e+12,1.907e+13,2.642e+06,1.963e+05,7.431e+00,1.155e+02,1.362e+01,4.281e+03,7.431e+00,1.155e+02,1.155e+04,3.161e+02,7.431e+00,1.155e+02
llama_3_8b,512x512,512,5.033e+07,1.678e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.905e+13,2.015e+06,7.047e+05,7.031e+00,1.156e+02,1.457e+01,5.962e+03,7.031e+00,1.156e+02,9.696e+03,3.174e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,2.517e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.905e+13,2.015e+06,4.929e+05,7.031e+00,1.156e+02,1.457e+01,5.683e+03,7.031e+00,1.156e+02,9.696e+03,3.172e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,3.355e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.906e+13,2.015e+06,3.872e+05,7.031e+00,1.156e+02,1.457e+01,5.426e+03,7.031e+00,1.156e+02,9.696e+03,3.170e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,4.194e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.906e+13,2.015e+06,3.236e+05,7.031e+00,1.156e+02,1.457e+01,5.193e+03,7.031e+00,1.156e+02,9.696e+03,3.169e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,5.033e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.906e+13,2.015e+06,2.812e+05,7.031e+00,1.156e+02,1.457e+01,4.980e+03,7.031e+00,1.156e+02,9.696e+03,3.167e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,5.872e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.906e+13,2.015e+06,2.508e+05,7.031e+00,1.156e+02,1.457e+01,4.787e+03,7.031e+00,1.156e+02,9.696e+03,3.166e+02,7.031e+00,1.156e+02
llama_3_8b,512x512,512,5.033e+07,6.711e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.907e+13,2.015e+06,2.285e+05,7.031e+00,1.155e+02,1.457e+01,4.598e+03,7.031e+00,1.155e+02,9.696e+03,3.164e+02,7.031e+00,1.155e+02
llama_3_8b,512x512,512,5.033e+07,7.550e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.907e+13,2.015e+06,2.107e+05,7.031e+00,1.155e+02,1.457e+01,4.432e+03,7.031e+00,1.155e+02,9.696e+03,3.163e+02,7.031e+00,1.155e+02
llama_3_8b,512x512,512,5.033e+07,8.389e+06,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.905e+13,2.015e+06,1.340e+06,7.031e+00,1.157e+02,1.457e+01,6.273e+03,7.031e+00,1.157e+02,9.696e+03,3.175e+02,7.031e+00,1.157e+02
llama_3_8b,512x512,512,5.033e+07,8.389e+07,1.907e+04,4.959e+13,2.365e+15,6.569e+12,1.907e+13,2.015e+06,1.963e+05,7.031e+00,1.155e+02,1.457e+01,4.281e+03,7.031e+00,1.155e+02,9.696e+03,3.161e+02,7.031e+00,1.155e+02
llama_3_8b,512x512,512,5.872e+07,1.678e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.905e+13,1.615e+06,7.047e+05,6.571e+00,1.156e+02,1.525e+01,5.962e+03,6.571e+00,1.156e+02,8.743e+03,3.174e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,2.517e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.905e+13,1.615e+06,4.929e+05,6.571e+00,1.156e+02,1.525e+01,5.683e+03,6.571e+00,1.156e+02,8.743e+03,3.172e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,3.355e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.906e+13,1.615e+06,3.872e+05,6.571e+00,1.156e+02,1.525e+01,5.426e+03,6.571e+00,1.156e+02,8.743e+03,3.170e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,4.194e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.906e+13,1.615e+06,3.236e+05,6.571e+00,1.156e+02,1.525e+01,5.193e+03,6.571e+00,1.156e+02,8.743e+03,3.169e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,5.033e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.906e+13,1.615e+06,2.812e+05,6.571e+00,1.156e+02,1.525e+01,4.980e+03,6.571e+00,1.156e+02,8.743e+03,3.167e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,5.872e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.906e+13,1.615e+06,2.508e+05,6.571e+00,1.156e+02,1.525e+01,4.787e+03,6.571e+00,1.156e+02,8.743e+03,3.166e+02,6.571e+00,1.156e+02
llama_3_8b,512x512,512,5.872e+07,6.711e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.907e+13,1.615e+06,2.285e+05,6.571e+00,1.155e+02,1.525e+01,4.598e+03,6.571e+00,1.155e+02,8.743e+03,3.164e+02,6.571e+00,1.155e+02
llama_3_8b,512x512,512,5.872e+07,7.550e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.907e+13,1.615e+06,2.107e+05,6.571e+00,1.155e+02,1.525e+01,4.432e+03,6.571e+00,1.155e+02,8.743e+03,3.163e+02,6.571e+00,1.155e+02
llama_3_8b,512x512,512,5.872e+07,8.389e+06,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.905e+13,1.615e+06,1.340e+06,6.571e+00,1.157e+02,1.525e+01,6.273e+03,6.571e+00,1.157e+02,8.743e+03,3.175e+02,6.571e+00,1.157e+02
llama_3_8b,512x512,512,5.872e+07,8.389e+07,1.907e+04,4.855e+13,2.365e+15,6.881e+12,1.907e+13,1.615e+06,1.963e+05,6.571e+00,1.155e+02,1.525e+01,4.281e+03,6.571e+00,1.155e+02,8.743e+03,3.161e+02,6.571e+00,1.155e+02
llama_3_8b,512x512,512,6.711e+07,1.678e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.905e+13,1.651e+06,7.047e+05,3.679e+00,1.156e+02,1.278e+01,5.962e+03,3.679e+00,1.156e+02,6.936e+03,3.174e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,2.517e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.905e+13,1.651e+06,4.929e+05,3.679e+00,1.156e+02,1.278e+01,5.683e+03,3.679e+00,1.156e+02,6.936e+03,3.172e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,3.355e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.906e+13,1.651e+06,3.872e+05,3.679e+00,1.156e+02,1.278e+01,5.426e+03,3.679e+00,1.156e+02,6.936e+03,3.170e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,4.194e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.906e+13,1.651e+06,3.236e+05,3.679e+00,1.156e+02,1.278e+01,5.193e+03,3.679e+00,1.156e+02,6.936e+03,3.169e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,5.033e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.906e+13,1.651e+06,2.812e+05,3.679e+00,1.156e+02,1.278e+01,4.980e+03,3.679e+00,1.156e+02,6.936e+03,3.167e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,5.872e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.906e+13,1.651e+06,2.508e+05,3.679e+00,1.156e+02,1.278e+01,4.787e+03,3.679e+00,1.156e+02,6.936e+03,3.166e+02,3.679e+00,1.156e+02
llama_3_8b,512x512,512,6.711e+07,6.711e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.907e+13,1.651e+06,2.285e+05,3.679e+00,1.155e+02,1.278e+01,4.598e+03,3.679e+00,1.155e+02,6.936e+03,3.164e+02,3.679e+00,1.155e+02
llama_3_8b,512x512,512,6.711e+07,7.550e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.907e+13,1.651e+06,2.107e+05,3.679e+00,1.155e+02,1.278e+01,4.432e+03,3.679e+00,1.155e+02,6.936e+03,3.163e+02,3.679e+00,1.155e+02
llama_3_8b,512x512,512,6.711e+07,8.389e+06,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.905e+13,1.651e+06,1.340e+06,3.679e+00,1.157e+02,1.278e+01,6.273e+03,3.679e+00,1.157e+02,6.936e+03,3.175e+02,3.679e+00,1.157e+02
llama_3_8b,512x512,512,6.711e+07,8.389e+07,1.907e+04,4.750e+13,2.365e+15,1.203e+13,1.907e+13,1.651e+06,1.963e+05,3.679e+00,1.155e+02,1.278e+01,4.281e+03,3.679e+00,1.155e+02,6.936e+03,3.161e+02,3.679e+00,1.155e+02
llama_3_8b,512x512,512,7.550e+07,1.678e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.905e+13,1.468e+06,7.047e+05,3.678e+00,1.156e+02,1.277e+01,5.962e+03,3.678e+00,1.156e+02,6.878e+03,3.174e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,2.517e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.905e+13,1.468e+06,4.929e+05,3.678e+00,1.156e+02,1.277e+01,5.683e+03,3.678e+00,1.156e+02,6.878e+03,3.172e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,3.355e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.906e+13,1.468e+06,3.872e+05,3.678e+00,1.156e+02,1.277e+01,5.426e+03,3.678e+00,1.156e+02,6.878e+03,3.170e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,4.194e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.906e+13,1.468e+06,3.236e+05,3.678e+00,1.156e+02,1.277e+01,5.193e+03,3.678e+00,1.156e+02,6.878e+03,3.169e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,5.033e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.906e+13,1.468e+06,2.812e+05,3.678e+00,1.156e+02,1.277e+01,4.980e+03,3.678e+00,1.156e+02,6.878e+03,3.167e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,5.872e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.906e+13,1.468e+06,2.508e+05,3.678e+00,1.156e+02,1.277e+01,4.787e+03,3.678e+00,1.156e+02,6.878e+03,3.166e+02,3.678e+00,1.156e+02
llama_3_8b,512x512,512,7.550e+07,6.711e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.907e+13,1.468e+06,2.285e+05,3.678e+00,1.155e+02,1.277e+01,4.598e+03,3.678e+00,1.155e+02,6.878e+03,3.164e+02,3.678e+00,1.155e+02
llama_3_8b,512x512,512,7.550e+07,7.550e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.907e+13,1.468e+06,2.107e+05,3.678e+00,1.155e+02,1.277e+01,4.432e+03,3.678e+00,1.155e+02,6.878e+03,3.163e+02,3.678e+00,1.155e+02
llama_3_8b,512x512,512,7.550e+07,8.389e+06,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.905e+13,1.468e+06,1.340e+06,3.678e+00,1.157e+02,1.277e+01,6.273e+03,3.678e+00,1.157e+02,6.878e+03,3.175e+02,3.678e+00,1.157e+02
llama_3_8b,512x512,512,7.550e+07,8.389e+07,1.907e+04,4.749e+13,2.365e+15,1.203e+13,1.907e+13,1.468e+06,1.963e+05,3.678e+00,1.155e+02,1.277e+01,4.281e+03,3.678e+00,1.155e+02,6.878e+03,3.161e+02,3.678e+00,1.155e+02
llama_3_8b,512x512,512,8.389e+06,1.678e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.905e+13,5.200e+06,7.047e+05,2.846e+01,1.156e+02,3.745e+01,5.962e+03,2.846e+01,1.156e+02,5.873e+04,3.174e+02,2.846e+01,1.156e+02
llama_3_8b,512x512,512,8.389e+06,2.517e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.905e+13,5.200e+06,4.929e+05,2.846e+01,1.156e+02,3.745e+01,5.683e+03,2.846e+01,1.156e+02,5.873e+04,3.172e+02,2.846e+01,1.156e+02
llama_3_8b,512x512,512,8.389e+06,3.355e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.906e+13,5.200e+06,3.872e+05,2.846e+01,1.156e+02,3.745e+01,5.426e+03,2.846e+01,1.156e+02,5.873e+04,3.170e+02,2.846e+01,1.156e+02
llama_3_8b,512x512,512,8.389e+06,4.194e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.906e+13,5.200e+06,3.236e+05,2.846e+01,1.156e+02,3.745e+01,5.193e+03,2.846e+01,1.156e+02,5.873e+04,3.169e+02,2.846e+01,1.156e+02
llama_3_8b,512x512,512,8.389e+06,5.033e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.906e+13,5.200e+06,2.812e+05,2.846e+01,1.156e+02,3.745e+01,4.980e+03,2.846e+01,1.156e+02,5.873e+04,3.167e+02,2.846e+01,1.156e+02
