carbon,layer,arch,subarch,arch_dim,model
1.2907630295613933e-05,projection,systolic,pwl,16x16,llama_2_13b
1.8597830051881207e-05,attention,systolic,pwl,16x16,llama_2_13b
2.6137864928474458e-05,ffn,systolic,pwl,16x16,llama_2_13b
6.99842728022448e-07,nonlinear,systolic,pwl,16x16,llama_2_13b
9.651430208676664e-06,onchip_em,systolic,pwl,16x16,llama_2_13b
6.234394630571944e-05,projection,systolic,pwl,16x16,llama_2_70b
5.888317920757867e-05,attention,systolic,pwl,16x16,llama_2_70b
0.0001636526557109988,ffn,systolic,pwl,16x16,llama_2_70b
2.32467894533988e-06,nonlinear,systolic,pwl,16x16,llama_2_70b
4.9316593128756166e-05,onchip_em,systolic,pwl,16x16,llama_2_70b
3.506846979696718e-05,projection,systolic,pwl,16x16,llama_2_70b_GQA
7.747019968972446e-06,attention,systolic,pwl,16x16,llama_2_70b_GQA
0.0001636526557109988,ffn,systolic,pwl,16x16,llama_2_70b_GQA
2.32467894533988e-06,nonlinear,systolic,pwl,16x16,llama_2_70b_GQA
3.543062779482149e-05,onchip_em,systolic,pwl,16x16,llama_2_70b_GQA
6.456324410514948e-06,projection,simd,mac,16x16,llama_2_7b
1.1362539189322179e-05,attention,simd,mac,16x16,llama_2_7b
1.301346026218298e-05,ffn,simd,mac,16x16,llama_2_7b
2.8477754710069564e-06,nonlinear,simd,mac,16x16,llama_2_7b
5.433411044704343e-06,onchip_em,simd,mac,16x16,llama_2_7b
1.226057674693017e-05,projection,simd,mac,16x16,llama_2_13b
1.7658729039171544e-05,attention,simd,mac,16x16,llama_2_13b
2.4827581492389845e-05,ffn,simd,mac,16x16,llama_2_13b
4.452618807715474e-06,nonlinear,simd,mac,16x16,llama_2_13b
9.690840262394219e-06,onchip_em,simd,mac,16x16,llama_2_13b
5.919642610754139e-05,projection,simd,mac,16x16,llama_2_70b
5.589840687079164e-05,attention,simd,mac,16x16,llama_2_70b
0.00015539041519078146,ffn,simd,mac,16x16,llama_2_70b
1.4856561282592276e-05,nonlinear,simd,mac,16x16,llama_2_70b
4.8508557784452236e-05,onchip_em,simd,mac,16x16,llama_2_70b
3.329798968549203e-05,projection,simd,mac,16x16,llama_2_70b_GQA
7.356037371911682e-06,attention,simd,mac,16x16,llama_2_70b_GQA
0.00015539041519078146,ffn,simd,mac,16x16,llama_2_70b_GQA
1.4856561282592276e-05,nonlinear,simd,mac,16x16,llama_2_70b_GQA
3.538588185329977e-05,onchip_em,simd,mac,16x16,llama_2_70b_GQA
7.034175793958985e-06,projection,simd,figna,16x16,llama_2_7b
1.2471047771228304e-05,attention,simd,figna,16x16,llama_2_7b
1.4178191956937362e-05,ffn,simd,figna,16x16,llama_2_7b
3.074420213492627e-06,nonlinear,simd,figna,16x16,llama_2_7b
5.929228732176872e-06,onchip_em,simd,figna,16x16,llama_2_7b
1.3380188618727471e-05,projection,simd,figna,16x16,llama_2_13b
1.938905665522681e-05,attention,simd,figna,16x16,llama_2_13b
2.709479553277938e-05,ffn,simd,figna,16x16,llama_2_13b
4.806991158242725e-06,nonlinear,simd,figna,16x16,llama_2_13b
1.0575163198581617e-05,onchip_em,simd,figna,16x16,llama_2_13b
6.48366367894672e-05,projection,simd,figna,16x16,llama_2_70b
6.142446616611337e-05,attention,simd,figna,16x16,llama_2_70b
0.0001701959682308367,ffn,simd,figna,16x16,llama_2_70b
1.6039692596846194e-05,nonlinear,simd,figna,16x16,llama_2_70b
5.2935132682877476e-05,onchip_em,simd,figna,16x16,llama_2_70b
3.6470608194075304e-05,projection,simd,figna,16x16,llama_2_70b_GQA
8.05690428507012e-06,attention,simd,figna,16x16,llama_2_70b_GQA
0.0001701959682308367,ffn,simd,figna,16x16,llama_2_70b_GQA
1.6039692596846194e-05,nonlinear,simd,figna,16x16,llama_2_70b_GQA
3.861496685447585e-05,onchip_em,simd,figna,16x16,llama_2_70b_GQA
