arch,bitwidth,power W,baseline power W,power_percent_dif
32,4,0.00506,0.0048084,5.23250977456119
32,6,0.004843333333333334,0.0048084,0.7265063915925056
32,8,0.004808125000000001,0.0048084,-0.005719158139905877
32,10,0.004801625,0.0048084,-0.1408992596289756
32,12,0.004800338541666667,0.0048084,-0.16765365471535792
32,14,0.004800072544642858,0.0048084,-0.1731855785114057
32,16,0.004800015869140625,0.0048084,-0.17436425545659098
