arch,seq_len,archx,pnr,percent_error,archx_norm,syn_norm
8x8,1024,0.7112272356250001,0.6397084,11.179911913771988,1.11179911913772,1.0
8x8,2048,0.7112272356250001,0.6397084,11.179911913771988,1.11179911913772,1.0
8x8,4096,0.7112272356250001,0.6397084,11.179911913771988,1.11179911913772,1.0
8x16,4096,1.1756734762500003,2.52812598,-53.496246407388284,1.8378271666434276,3.951997472598453
8x16,2048,1.1756734762500003,2.52812598,-53.496246407388284,1.8378271666434276,3.951997472598453
8x32,2048,2.104565957500001,10.2237172,-79.41486529478729,3.2898832616548432,15.981839850782013
8x32,4096,2.104565957500001,10.2237172,-79.41486529478729,3.2898832616548432,15.981839850782013
8x32,1024,2.104565957500001,10.2237172,-79.41486529478729,3.2898832616548432,15.981839850782013
8x16,1024,1.1756734762500003,2.52812598,-53.496246407388284,1.8378271666434276,3.951997472598453
