arch,archx,pnr,percent_error,archx_norm,syn_norm
96x2,0.0006718049999999998,0.00071134,-5.557820451542182,0.9444217954845782,1.0
152x2,0.0010876199999999999,0.00112181,-3.0477531845856367,1.5289734866589815,1.5770377034891894
343x2,0.002415435,0.00252238,-4.239844908380172,3.39561250597464,3.5459555205668174
