arch,archx,pnr,percent_error,archx_norm,syn_norm
96x2,0.0007176991666666666,0.00071134,0.8939700658850382,1.0089397006588503,1.0
152x2,0.0011344908333333333,0.00112181,1.1303904701627965,1.5948643874003054,1.5770377034891894
343x2,0.0025560481250000004,0.00252238,1.3347760844916516,3.593286086822055,3.5459555205668174
