arch,archx,pnr,percent_error,archx_norm,syn_norm
96x2,0.0032738576624999995,0.0043742493,-25.156125360756192,0.748438746392438,1.0
152x2,0.0051770945458333335,0.007033877400000001,-26.39771421331096,1.1835389779529333,1.6080193234528268
343x2,0.011668491772916666,0.0149137133,-21.75998332409498,2.667541553453907,3.4094337741564025
