model,array_dim,array_m,array_n,pe_count,batch_size,frequency,max_seq_len,cycle_count,llama_cycle_count,runtime_ms,runtime_ms_per_sequence,throughput_tokens_per_s,total_data_moved,window_cycle_count,average_bandwidth,peak_bandwidth,peak_phase
llama_3_1_405b,32x128,32,128,4096,256,1000,131072,7747462653079748.0,7747462653079748.0,7747462653.079748,30263525.988592766,4.263349883573812,2.2825510778584433e+18,7747462653079748.0,294.6191779254451,493.41181629479706,prefill
llama_3_1_405b,32x128,32,128,4096,512,1000,131072,1.5494925306159496e+16,1.5494925306159496e+16,15494925306.159496,30263525.988592766,4.263349883573812,5.093535383104258e+18,1.5494925306159496e+16,328.72280972399983,493.46239054640324,prefill
llama_3_1_405b,32x256,32,256,8192,32,1000,131072,623367095238838.2,967713413296412.6,967713413.2964127,30241044.165512897,4.266519346813425,2.5007954306636186e+17,623367095238838.2,401.17539885634454,905.912101819578,prefill
llama_3_1_405b,32x256,32,256,8192,64,1000,131072,1246229505605996.5,1529229044412985.2,1529229044.4129856,23894203.8189529,5.399803273531051,4.4893559630227046e+17,1246229505605996.5,360.2350885473292,973.9205777606466,prefill
llama_3_1_405b,32x256,32,256,8192,128,1000,131072,2492459011211993.0,3162766813557874.5,3162766813.5578747,24709115.730920896,5.221716608763131,9.685999748393206e+17,2492459011211993.0,388.6121980270099,974.3790594848193,prefill
llama_3_1_405b,32x256,32,256,8192,256,1000,131072,4984918022423986.0,6667164729211109.0,6667164729.21111,26043612.2234809,4.9541514784063665,2.2825510778584433e+18,4984918022423986.0,457.8913971284368,974.5788463328709,prefill
llama_3_1_405b,32x256,32,256,8192,512,1000,131072,9969331359976292.0,1.4213931235803594e+16,14213931235.803596,27761584.4449289,4.64757334927864,5.093535383104258e+18,9969331359976292.0,510.9204618830496,983.786093668629,prefill
llama_3_1_405b,32x512,32,512,16384,32,1000,131072,450449891120594.44,967689631592732.6,967689631.5927327,30240300.987272896,4.266624199749261,2.5007954306636186e+17,450449891120594.44,555.1772749777634,1901.7431468463117,prefill
llama_3_1_405b,32x512,32,512,16384,64,1000,131072,900899782241188.9,1529181481005625.2,1529181481.0056255,23893460.6407129,5.399971228117183,4.4893559630227046e+17,900899782241188.9,498.31913066450426,1903.5353590520515,prefill
llama_3_1_405b,32x512,32,512,16384,128,1000,131072,1801799564482377.8,2979419390866546.5,2979419390.8665457,23276713.991144888,5.543050451583688,9.685999748393206e+17,1801799564482377.8,537.5736535476301,1904.4314651549214,prefill
llama_3_1_405b,32x512,32,512,16384,256,1000,131072,3603472956436115.5,6480459329960165.0,6480459329.960164,25314294.25765689,5.096883155688756,2.2825510778584433e+18,3603472956436115.5,633.4308888822403,1922.2121581057927,prefill
llama_3_1_405b,32x512,32,512,16384,512,1000,131072,7206819740343591.0,1.419650400334689e+16,14196504003.34689,27727546.881536894,4.653278580728466,5.093535383104258e+18,7206819740343591.0,706.7660308736153,1931.224810460747,prefill
llama_3_1_405b,64x32,64,32,2048,32,1000,131072,3862097850604537.5,3862097850604537.5,3862097850.604538,120690557.83139181,1.0690480044035446,2.482278739350651e+17,3862097850604538.0,64.27280807921781,101.0648889181783,prefill
llama_3_1_405b,64x32,64,32,2048,64,1000,131072,6096284179118067.0,6096284179118067.0,6096284179.118068,95254440.29871981,1.3545195331091986,4.186990120051671e+17,6096284179118068.0,68.68101940512543,101.15985400331856,prefill
llama_3_1_405b,64x32,64,32,2048,128,1000,131072,1.2184493400289254e+16,1.2184493400289254e+16,12184493400.289255,95191354.6897598,1.355417205905987,8.204972942352712e+17,1.2184493400289256e+16,67.33946724578577,115.37994734534446,prefill
llama_3_1_405b,64x32,64,32,2048,256,1000,131072,2.4360911842631628e+16,2.4360911842631628e+16,24360911842.631634,95159811.88527982,1.3558664886343539,1.7613553076115866e+18,2.436091184263163e+16,72.30251966715024,124.09762331840848,prefill
llama_3_1_405b,64x32,64,32,2048,512,1000,131072,4.8721823685263256e+16,4.8721823685263256e+16,48721823685.26327,95159811.88527982,1.3558664886343539,3.734579769841287e+18,4.872182368526326e+16,76.65106696264479,124.11217798449074,prefill
llama_3_1_405b,64x64,64,64,4096,32,1000,131072,1931333524723591.0,1931333524723591.0,1931333524.723591,60354172.64761222,2.137780941068116,2.482278739350651e+17,1931333524723591.0,128.52667380202547,202.1297778363566,prefill
llama_3_1_405b,64x64,64,64,4096,64,1000,131072,3048711288401678.0,3048711288401678.0,3048711288.4016786,47636113.88127623,2.708533284674885,4.186990120051671e+17,3048711288401678.0,137.3363931173276,202.31970800663711,prefill
llama_3_1_405b,64x64,64,64,4096,128,1000,131072,6093385097829916.0,6093385097829916.0,6093385097.829917,47604571.076796226,2.710327959721705,8.204972942352712e+17,6093385097829916.0,134.6537730772147,230.75989469068892,prefill
llama_3_1_405b,64x64,64,64,4096,256,1000,131072,1.2182732716686392e+16,1.2182732716686392e+16,12182732716.686396,47588799.67455623,2.711226189404895,1.7613553076115866e+18,1.2182732716686392e+16,144.57801452042864,248.19524663681696,prefill
llama_3_1_405b,64x64,64,64,4096,512,1000,131072,2.4365465433372784e+16,2.4365465433372784e+16,24365465433.37279,47588799.67455623,2.711226189404895,3.734579769841287e+18,2.4365465433372784e+16,153.2734837367861,248.22435596898148,prefill
llama_3_1_405b,64x128,64,128,8192,32,1000,131072,965967149818589.5,965967149818589.5,965967149.8185896,30186473.431830924,4.2742323077709115,2.482278739350651e+17,965967149818589.5,256.97341155098576,402.6010043041607,prefill
llama_3_1_405b,64x128,64,128,8192,64,1000,131072,1523947049371067.0,1523947049371067.0,1523947049.3710675,23811672.64642293,5.418518972432725,4.186990120051671e+17,1523947049371067.0,274.74643044714986,459.20209028125026,prefill
llama_3_1_405b,64x128,64,128,8192,128,1000,131072,3046884728998774.0,3046884728998774.0,3046884728.998775,23803786.94530293,5.420314015432725,8.204972942352712e+17,3046884728998774.0,269.2905597727984,493.80976894774193,prefill
llama_3_1_405b,64x128,64,128,8192,256,1000,131072,6093769457997548.0,6093769457997548.0,6093769457.99755,23803786.94530293,5.420314015432725,1.7613553076115866e+18,6093769457997548.0,289.0419993326067,493.89579702083665,prefill
llama_3_1_405b,64x128,64,128,8192,512,1000,131072,1.2187538915995096e+16,1.2187538915995096e+16,12187538915.9951,23803786.94530293,5.420314015432725,3.734579769841287e+18,1.2187538915995096e+16,306.4260795869109,493.95372309720176,prefill
