gemm_class,model,array_dim,batch_size,max_seq_len,frequency,asram_size,wsram_size,osram_size,isram_active_elements,wsram_active_elements,active_fraction,input_data_moved,weight_data_moved,output_read_data_moved,output_write_data_moved,output_data_moved,total_data_moved,array_cycle_count,sram_cycle_count,window_cycle_count,sram_stall_cycle_count,dram_cycle_count,dram_stall_cycle_count,input_dram_bandwidth,weight_dram_bandwidth,output_dram_bandwidth,total_required_bandwidth
attention,llama_3_1_70b,32x512,512,131072,1000,3.146e+07,3.146e+07,3.146e+07,983040,983040,0.5,8.796e+13,1.441e+18,4.600e+13,1.340e+14,1.800e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,5.105e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,3.355e+07,3.355e+07,3.355e+07,1048576,1048576,0.5,8.796e+13,1.441e+18,4.329e+13,1.313e+14,1.745e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.952e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,3.565e+07,3.565e+07,3.565e+07,1114112,1114112,0.5,8.796e+13,1.441e+18,4.059e+13,1.285e+14,1.691e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.798e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,3.775e+07,3.775e+07,3.775e+07,1179648,1179648,0.5,8.796e+13,1.441e+18,3.788e+13,1.258e+14,1.637e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.644e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,3.985e+07,3.985e+07,3.985e+07,1245184,1245184,0.5,8.796e+13,1.441e+18,3.518e+13,1.231e+14,1.583e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.491e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,4.194e+07,4.194e+07,4.194e+07,1310720,1310720,0.5,8.796e+13,1.441e+18,3.247e+13,1.204e+14,1.529e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.337e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,4.404e+07,4.404e+07,4.404e+07,1376256,1376256,0.5,8.796e+13,1.441e+18,2.976e+13,1.177e+14,1.475e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.184e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,4.614e+07,4.614e+07,4.614e+07,1441792,1441792,0.5,8.796e+13,1.441e+18,2.706e+13,1.150e+14,1.421e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,4.030e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,4.823e+07,4.823e+07,4.823e+07,1507328,1507328,0.5,8.796e+13,1.441e+18,2.435e+13,1.123e+14,1.367e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.877e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,5.033e+07,5.033e+07,5.033e+07,1572864,1572864,0.5,8.796e+13,1.441e+18,2.165e+13,1.096e+14,1.313e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.723e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,5.243e+07,5.243e+07,5.243e+07,1638400,1638400,0.5,8.796e+13,1.441e+18,1.894e+13,1.069e+14,1.258e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.570e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,5.453e+07,5.453e+07,5.453e+07,1703936,1703936,0.5,8.796e+13,1.441e+18,1.623e+13,1.042e+14,1.204e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.416e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,5.662e+07,5.662e+07,5.662e+07,1769472,1769472,0.5,8.796e+13,1.441e+18,1.353e+13,1.015e+14,1.150e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.263e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,5.872e+07,5.872e+07,5.872e+07,1835008,1835008,0.5,8.796e+13,1.441e+18,1.082e+13,9.878e+13,1.096e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,3.109e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,6.082e+07,6.082e+07,6.082e+07,1900544,1900544,0.5,8.796e+13,1.441e+18,8.117e+12,9.608e+13,1.042e+14,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.956e-02,4.087e+02
attention,llama_3_1_70b,32x512,512,131072,1000,6.291e+07,6.291e+07,6.291e+07,1966080,1966080,0.5,8.796e+13,1.441e+18,5.412e+12,9.337e+13,9.878e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.802e-02,4.087e+02
attention,llama_3_1_70b,32x512,512,131072,1000,6.501e+07,6.501e+07,6.501e+07,2031616,2031616,0.5,8.796e+13,1.441e+18,2.706e+12,9.067e+13,9.337e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.649e-02,4.087e+02
attention,llama_3_1_70b,32x512,512,131072,1000,6.711e+07,6.711e+07,6.711e+07,2097152,2097152,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,6.921e+07,6.921e+07,6.921e+07,2162688,2162688,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,7.130e+07,7.130e+07,7.130e+07,2228224,2228224,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,7.340e+07,7.340e+07,7.340e+07,2293760,2293760,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,7.550e+07,7.550e+07,7.550e+07,2359296,2359296,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,7.759e+07,7.759e+07,7.759e+07,2424832,2424832,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,7.969e+07,7.969e+07,7.969e+07,2490368,2490368,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,8.179e+07,8.179e+07,8.179e+07,2555904,2555904,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
attention,llama_3_1_70b,32x512,512,131072,1000,8.389e+07,8.389e+07,8.389e+07,2621440,2621440,0.5,8.796e+13,1.441e+18,0.000e+00,8.796e+13,8.796e+13,1.441e+18,3.525e+15,1.407e+15,3.525e+15,0.000e+00,5.628e+15,2.105e+15,2.495e-02,4.087e+02,2.495e-02,4.088e+02
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,1.049e+07,1.049e+07,1.049e+07,327680,327680,0.5,1.174e+15,1.795e+16,2.742e+17,2.751e+17,5.493e+17,5.684e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.075e+15,7.899e+14,4.123e+00,6.305e+01,1.929e+03,1.996e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,1.258e+07,1.258e+07,1.258e+07,393216,393216,0.5,1.166e+15,1.795e+16,2.709e+17,2.718e+17,5.427e+17,5.618e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.062e+15,7.770e+14,4.096e+00,6.304e+01,1.906e+03,1.973e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,1.468e+07,1.468e+07,1.468e+07,458752,458752,0.5,1.002e+15,1.795e+16,2.676e+17,2.685e+17,5.361e+17,5.551e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.049e+15,7.668e+14,3.518e+00,6.303e+01,1.883e+03,1.950e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,1.678e+07,1.678e+07,1.678e+07,524288,524288,0.5,9.978e+14,1.794e+16,2.643e+17,2.652e+17,5.295e+17,5.485e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.037e+15,7.567e+14,3.505e+00,6.303e+01,1.860e+03,1.927e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,1.887e+07,1.887e+07,1.887e+07,589824,589824,0.5,9.940e+14,1.794e+16,2.617e+17,2.626e+17,5.244e+17,5.433e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.027e+15,7.466e+14,3.491e+00,6.302e+01,1.842e+03,1.908e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,2.097e+07,2.097e+07,2.097e+07,655360,655360,0.5,9.912e+14,1.794e+16,2.591e+17,2.600e+17,5.192e+17,5.381e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.017e+15,7.364e+14,3.482e+00,6.302e+01,1.824e+03,1.890e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,2.307e+07,2.307e+07,2.307e+07,720896,720896,0.5,9.875e+14,1.794e+16,2.565e+17,2.574e+17,5.140e+17,5.329e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,1.007e+15,7.263e+14,3.469e+00,6.302e+01,1.805e+03,1.872e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,2.517e+07,2.517e+07,2.517e+07,786432,786432,0.5,9.847e+14,1.794e+16,2.539e+17,2.548e+17,5.088e+17,5.277e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.968e+14,7.161e+14,3.459e+00,6.302e+01,1.787e+03,1.854e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,2.726e+07,2.726e+07,2.726e+07,851968,851968,0.5,9.810e+14,1.794e+16,2.513e+17,2.523e+17,5.036e+17,5.225e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.866e+14,7.060e+14,3.446e+00,6.302e+01,1.769e+03,1.835e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,2.936e+07,2.936e+07,2.936e+07,917504,917504,0.5,8.402e+14,1.794e+16,2.487e+17,2.497e+17,4.984e+17,5.172e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.765e+14,6.959e+14,2.951e+00,6.301e+01,1.751e+03,1.817e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,3.146e+07,3.146e+07,3.146e+07,983040,983040,0.5,8.401e+14,1.794e+16,2.461e+17,2.471e+17,4.932e+17,5.120e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.664e+14,6.857e+14,2.951e+00,6.301e+01,1.732e+03,1.798e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,3.355e+07,3.355e+07,3.355e+07,1048576,1048576,0.5,8.392e+14,1.794e+16,2.435e+17,2.445e+17,4.880e+17,5.068e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.562e+14,6.756e+14,2.948e+00,6.301e+01,1.714e+03,1.780e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,3.565e+07,3.565e+07,3.565e+07,1114112,1114112,0.5,8.392e+14,1.794e+16,2.410e+17,2.419e+17,4.828e+17,5.016e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.461e+14,6.655e+14,2.948e+00,6.301e+01,1.696e+03,1.762e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,3.775e+07,3.775e+07,3.775e+07,1179648,1179648,0.5,8.391e+14,1.794e+16,2.384e+17,2.393e+17,4.776e+17,4.964e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.359e+14,6.553e+14,2.947e+00,6.301e+01,1.678e+03,1.744e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,3.985e+07,3.985e+07,3.985e+07,1245184,1245184,0.5,8.391e+14,1.794e+16,2.358e+17,2.367e+17,4.724e+17,4.912e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.258e+14,6.452e+14,2.947e+00,6.301e+01,1.659e+03,1.725e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,4.194e+07,4.194e+07,4.194e+07,1310720,1310720,0.5,8.390e+14,1.794e+16,2.332e+17,2.341e+17,4.673e+17,4.860e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.157e+14,6.350e+14,2.947e+00,6.301e+01,1.641e+03,1.707e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,4.404e+07,4.404e+07,4.404e+07,1376256,1376256,0.5,8.382e+14,1.794e+16,2.306e+17,2.315e+17,4.621e+17,4.808e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,9.055e+14,6.249e+14,2.944e+00,6.301e+01,1.623e+03,1.689e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,4.614e+07,4.614e+07,4.614e+07,1441792,1441792,0.5,8.382e+14,1.794e+16,2.280e+17,2.289e+17,4.569e+17,4.757e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.954e+14,6.148e+14,2.944e+00,6.301e+01,1.605e+03,1.671e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,4.823e+07,4.823e+07,4.823e+07,1507328,1507328,0.5,8.381e+14,1.794e+16,2.254e+17,2.263e+17,4.517e+17,4.705e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.853e+14,6.046e+14,2.944e+00,6.301e+01,1.587e+03,1.652e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,5.033e+07,5.033e+07,5.033e+07,1572864,1572864,0.5,8.381e+14,1.794e+16,2.228e+17,2.237e+17,4.465e+17,4.653e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.751e+14,5.945e+14,2.944e+00,6.301e+01,1.568e+03,1.634e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,5.243e+07,5.243e+07,5.243e+07,1638400,1638400,0.5,8.381e+14,1.794e+16,2.202e+17,2.211e+17,4.413e+17,4.601e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.650e+14,5.844e+14,2.944e+00,6.301e+01,1.550e+03,1.616e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,5.453e+07,5.453e+07,5.453e+07,1703936,1703936,0.5,8.380e+14,1.794e+16,2.176e+17,2.185e+17,4.361e+17,4.549e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.549e+14,5.742e+14,2.944e+00,6.300e+01,1.532e+03,1.598e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,5.662e+07,5.662e+07,5.662e+07,1769472,1769472,0.5,8.380e+14,1.794e+16,2.150e+17,2.159e+17,4.309e+17,4.497e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.447e+14,5.641e+14,2.944e+00,6.301e+01,1.514e+03,1.580e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,5.872e+07,5.872e+07,5.872e+07,1835008,1835008,0.5,8.380e+14,1.794e+16,2.124e+17,2.133e+17,4.257e+17,4.445e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.346e+14,5.539e+14,2.943e+00,6.301e+01,1.495e+03,1.561e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,6.082e+07,6.082e+07,6.082e+07,1900544,1900544,0.5,8.379e+14,1.794e+16,2.098e+17,2.107e+17,4.205e+17,4.393e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.244e+14,5.438e+14,2.943e+00,6.300e+01,1.477e+03,1.543e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,6.291e+07,6.291e+07,6.291e+07,1966080,1966080,0.5,8.379e+14,1.794e+16,2.072e+17,2.081e+17,4.154e+17,4.341e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.143e+14,5.337e+14,2.943e+00,6.300e+01,1.459e+03,1.525e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,6.501e+07,6.501e+07,6.501e+07,2031616,2031616,0.5,8.379e+14,1.794e+16,2.046e+17,2.055e+17,4.102e+17,4.289e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,8.042e+14,5.235e+14,2.943e+00,6.300e+01,1.441e+03,1.507e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,6.711e+07,6.711e+07,6.711e+07,2097152,2097152,0.5,8.373e+14,1.794e+16,2.020e+17,2.029e+17,4.050e+17,4.237e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.940e+14,5.134e+14,2.941e+00,6.301e+01,1.423e+03,1.488e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,6.921e+07,6.921e+07,6.921e+07,2162688,2162688,0.5,8.373e+14,1.794e+16,1.994e+17,2.004e+17,3.998e+17,4.186e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.839e+14,5.032e+14,2.941e+00,6.300e+01,1.404e+03,1.470e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,7.130e+07,7.130e+07,7.130e+07,2228224,2228224,0.5,8.373e+14,1.794e+16,1.968e+17,1.978e+17,3.946e+17,4.134e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.738e+14,4.931e+14,2.941e+00,6.301e+01,1.386e+03,1.452e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,7.340e+07,7.340e+07,7.340e+07,2293760,2293760,0.5,8.372e+14,1.794e+16,1.942e+17,1.952e+17,3.894e+17,4.082e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.636e+14,4.830e+14,2.941e+00,6.300e+01,1.368e+03,1.434e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,7.550e+07,7.550e+07,7.550e+07,2359296,2359296,0.5,8.372e+14,1.794e+16,1.916e+17,1.926e+17,3.842e+17,4.030e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.535e+14,4.728e+14,2.941e+00,6.300e+01,1.350e+03,1.415e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,7.759e+07,7.759e+07,7.759e+07,2424832,2424832,0.5,8.372e+14,1.794e+16,1.891e+17,1.900e+17,3.790e+17,3.978e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.433e+14,4.627e+14,2.941e+00,6.300e+01,1.331e+03,1.397e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,7.969e+07,7.969e+07,7.969e+07,2490368,2490368,0.5,8.372e+14,1.794e+16,1.865e+17,1.874e+17,3.738e+17,3.926e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.332e+14,4.526e+14,2.941e+00,6.300e+01,1.313e+03,1.379e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,8.179e+07,8.179e+07,8.179e+07,2555904,2555904,0.5,8.372e+14,1.794e+16,1.839e+17,1.848e+17,3.686e+17,3.874e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.231e+14,4.424e+14,2.940e+00,6.300e+01,1.295e+03,1.361e+03
proj/ffn,llama_3_1_70b,32x512,512,131072,1000,8.389e+07,8.389e+07,8.389e+07,2621440,2621440,0.5,8.372e+14,1.794e+16,1.813e+17,1.822e+17,3.635e+17,3.822e+17,2.847e+14,2.847e+14,2.847e+14,0.000e+00,7.129e+14,4.323e+14,2.941e+00,6.300e+01,1.277e+03,1.343e+03
attention,llama_3_1_8b,32x512,32,131072,1000,1.049e+07,1.049e+07,1.049e+07,327680,327680,0.5,1.100e+12,3.602e+16,7.441e+11,1.844e+12,2.588e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.936e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,1.258e+07,1.258e+07,1.258e+07,393216,393216,0.5,1.100e+12,3.602e+16,6.765e+11,1.776e+12,2.452e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.783e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,1.468e+07,1.468e+07,1.468e+07,458752,458752,0.5,1.100e+12,3.602e+16,6.088e+11,1.708e+12,2.317e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.629e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,1.678e+07,1.678e+07,1.678e+07,524288,524288,0.5,1.100e+12,3.602e+16,5.412e+11,1.641e+12,2.182e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,2.476e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,1.887e+07,1.887e+07,1.887e+07,589824,589824,0.5,1.100e+12,3.602e+16,4.735e+11,1.573e+12,2.047e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.322e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,2.097e+07,2.097e+07,2.097e+07,655360,655360,0.5,1.100e+12,3.602e+16,4.059e+11,1.505e+12,1.911e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.169e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,2.307e+07,2.307e+07,2.307e+07,720896,720896,0.5,1.100e+12,3.602e+16,3.382e+11,1.438e+12,1.776e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,2.015e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,2.517e+07,2.517e+07,2.517e+07,786432,786432,0.5,1.100e+12,3.602e+16,2.706e+11,1.370e+12,1.641e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,1.862e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,2.726e+07,2.726e+07,2.726e+07,851968,851968,0.5,1.100e+12,3.602e+16,2.029e+11,1.302e+12,1.505e+12,3.602e+16,8.813e+13,3.518e+13,8.813e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,1.708e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,2.936e+07,2.936e+07,2.936e+07,917504,917504,0.5,1.100e+12,3.602e+16,1.353e+11,1.235e+12,1.370e+12,3.602e+16,8.813e+13,3.518e+13,8.813e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,1.555e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,3.146e+07,3.146e+07,3.146e+07,983040,983040,0.5,1.100e+12,3.602e+16,6.765e+10,1.167e+12,1.235e+12,3.602e+16,8.813e+13,3.518e+13,8.813e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.087e+02,1.401e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,3.355e+07,3.355e+07,3.355e+07,1048576,1048576,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,3.565e+07,3.565e+07,3.565e+07,1114112,1114112,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,3.775e+07,3.775e+07,3.775e+07,1179648,1179648,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,3.985e+07,3.985e+07,3.985e+07,1245184,1245184,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,4.194e+07,4.194e+07,4.194e+07,1310720,1310720,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,4.404e+07,4.404e+07,4.404e+07,1376256,1376256,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
attention,llama_3_1_8b,32x512,32,131072,1000,4.614e+07,4.614e+07,4.614e+07,1441792,1441792,0.5,1.100e+12,3.602e+16,0.000e+00,1.100e+12,1.100e+12,3.602e+16,8.812e+13,3.518e+13,8.812e+13,0.000e+00,1.407e+14,5.262e+13,1.248e-02,4.088e+02,1.248e-02,4.088e+02
