model,array_dim,array_m,array_n,pe_count,batch_size,frequency,max_seq_len,cycle_count,llama_cycle_count,runtime_ms,runtime_ms_per_sequence,throughput_tokens_per_s,total_data_moved,window_cycle_count,average_bandwidth,peak_bandwidth,peak_phase
llama_3_1_70b,32x256,32,256,8192,512,1000,131072,4.798e+15,6.411e+15,6.411e+09,1.252e+07,1.030e+01,1.823e+18,4.798e+15,380.0,958.4,prefill
llama_3_1_70b,32x512,32,512,16384,32,1000,131072,2.381e+14,4.230e+14,4.230e+08,1.322e+07,9.760e+00,1.089e+17,2.381e+14,457.2,1827.7,prefill
llama_3_1_70b,32x512,32,512,16384,64,1000,131072,4.762e+14,7.764e+14,7.764e+08,1.213e+07,1.064e+01,2.001e+17,4.762e+14,420.3,1830.9,prefill
llama_3_1_70b,32x512,32,512,16384,128,1000,131072,9.525e+14,1.490e+15,1.490e+09,1.164e+07,1.108e+01,4.048e+17,9.525e+14,425.0,1832.6,prefill
llama_3_1_70b,32x512,32,512,16384,256,1000,131072,1.905e+15,3.089e+15,3.089e+09,1.207e+07,1.069e+01,8.472e+17,1.905e+15,444.7,1849.5,prefill
llama_3_1_70b,32x512,32,512,16384,512,1000,131072,3.810e+15,6.347e+15,6.347e+09,1.240e+07,1.041e+01,1.823e+18,3.810e+15,478.6,1858.1,prefill
llama_3_1_70b,64x32,64,32,2048,32,1000,131072,1.691e+15,1.691e+15,1.691e+09,5.285e+07,2.441e+00,1.085e+17,1.691e+15,64.1,99.1,prefill
llama_3_1_70b,64x32,64,32,2048,64,1000,131072,3.102e+15,3.102e+15,3.102e+09,4.847e+07,2.662e+00,1.992e+17,3.102e+15,64.2,99.3,prefill
llama_3_1_70b,64x32,64,32,2048,128,1000,131072,6.203e+15,6.203e+15,6.203e+09,4.846e+07,2.662e+00,3.917e+17,6.203e+15,63.1,113.1,prefill
llama_3_1_70b,64x32,64,32,2048,256,1000,131072,1.240e+16,1.240e+16,1.240e+10,4.846e+07,2.663e+00,7.930e+17,1.240e+16,63.9,121.5,prefill
llama_3_1_70b,64x32,64,32,2048,512,1000,131072,2.481e+16,2.481e+16,2.481e+10,4.846e+07,2.663e+00,1.641e+18,2.481e+16,66.2,121.5,prefill
llama_3_1_70b,64x64,64,64,4096,32,1000,131072,8.458e+14,8.458e+14,8.458e+08,2.643e+07,4.882e+00,1.085e+17,8.458e+14,128.3,198.2,prefill
llama_3_1_70b,64x64,64,64,4096,64,1000,131072,1.551e+15,1.551e+15,1.551e+09,2.424e+07,5.322e+00,1.992e+17,1.551e+15,128.4,198.6,prefill
llama_3_1_70b,64x64,64,64,4096,128,1000,131072,3.102e+15,3.102e+15,3.102e+09,2.424e+07,5.324e+00,3.917e+17,3.102e+15,126.2,226.2,prefill
llama_3_1_70b,64x64,64,64,4096,256,1000,131072,6.204e+15,6.204e+15,6.204e+09,2.423e+07,5.324e+00,7.930e+17,6.204e+15,127.8,243.0,prefill
llama_3_1_70b,64x64,64,64,4096,512,1000,131072,1.241e+16,1.241e+16,1.241e+10,2.423e+07,5.324e+00,1.641e+18,1.241e+16,132.3,243.1,prefill
llama_3_1_70b,64x128,64,128,8192,32,1000,131072,4.231e+14,4.231e+14,4.231e+08,1.322e+07,9.759e+00,1.085e+17,4.231e+14,256.4,396.5,prefill
llama_3_1_70b,64x128,64,128,8192,64,1000,131072,7.759e+14,7.759e+14,7.759e+08,1.212e+07,1.064e+01,1.992e+17,7.759e+14,256.7,452.0,prefill
llama_3_1_70b,64x128,64,128,8192,128,1000,131072,1.552e+15,1.552e+15,1.552e+09,1.212e+07,1.064e+01,3.917e+17,1.552e+15,252.4,485.8,prefill
llama_3_1_70b,64x128,64,128,8192,256,1000,131072,3.103e+15,3.103e+15,3.103e+09,1.212e+07,1.064e+01,7.930e+17,3.103e+15,255.5,486.0,prefill
llama_3_1_70b,64x128,64,128,8192,512,1000,131072,6.207e+15,6.207e+15,6.207e+09,1.212e+07,1.064e+01,1.641e+18,6.207e+15,264.4,486.1,prefill
llama_3_1_70b,64x256,64,256,16384,32,1000,131072,2.997e+14,4.226e+14,4.226e+08,1.321e+07,9.771e+00,1.085e+17,2.997e+14,362.0,883.5,prefill
llama_3_1_70b,64x256,64,256,16384,64,1000,131072,5.643e+14,7.751e+14,7.751e+08,1.211e+07,1.065e+01,1.992e+17,5.643e+14,353.0,949.2,prefill
llama_3_1_70b,64x256,64,256,16384,128,1000,131072,1.129e+15,1.481e+15,1.481e+09,1.157e+07,1.115e+01,3.917e+17,1.129e+15,347.0,949.9,prefill
llama_3_1_70b,64x256,64,256,16384,256,1000,131072,2.257e+15,2.984e+15,2.984e+09,1.166e+07,1.107e+01,7.930e+17,2.257e+15,351.3,950.3,prefill
llama_3_1_70b,64x256,64,256,16384,512,1000,131072,4.515e+15,6.022e+15,6.022e+09,1.176e+07,1.097e+01,1.641e+18,4.515e+15,363.6,959.2,prefill
llama_3_1_70b,64x512,64,512,32768,32,1000,131072,2.381e+14,4.226e+14,4.226e+08,1.321e+07,9.771e+00,1.085e+17,2.381e+14,455.7,1829.4,prefill
llama_3_1_70b,64x512,64,512,32768,64,1000,131072,4.586e+14,7.751e+14,7.751e+08,1.211e+07,1.065e+01,1.992e+17,4.586e+14,434.4,1832.7,prefill
llama_3_1_70b,64x512,64,512,32768,128,1000,131072,9.172e+14,1.481e+15,1.481e+09,1.157e+07,1.115e+01,3.917e+17,9.172e+14,427.0,1834.1,prefill
llama_3_1_70b,64x512,64,512,32768,256,1000,131072,1.834e+15,2.953e+15,2.953e+09,1.153e+07,1.119e+01,7.930e+17,1.834e+15,432.3,1851.0,prefill
llama_3_1_70b,64x512,64,512,32768,512,1000,131072,3.669e+15,5.990e+15,5.990e+09,1.170e+07,1.103e+01,1.641e+18,3.669e+15,447.4,1859.6,prefill
llama_3_1_70b,128x32,128,32,4096,32,1000,131072,1.690e+15,1.690e+15,1.690e+09,5.283e+07,2.442e+00,1.083e+17,1.690e+15,64.1,99.6,prefill
llama_3_1_70b,128x32,128,32,4096,64,1000,131072,3.100e+15,3.100e+15,3.100e+09,4.844e+07,2.663e+00,1.987e+17,3.100e+15,64.1,113.4,prefill
llama_3_1_70b,128x32,128,32,4096,128,1000,131072,5.920e+15,5.920e+15,5.920e+09,4.625e+07,2.790e+00,3.851e+17,5.920e+15,65.0,121.9,prefill
llama_3_1_70b,128x32,128,32,4096,256,1000,131072,1.184e+16,1.184e+16,1.184e+10,4.625e+07,2.790e+00,7.660e+17,1.184e+16,64.7,122.0,prefill
llama_3_1_70b,128x32,128,32,4096,512,1000,131072,2.368e+16,2.368e+16,2.368e+10,4.625e+07,2.790e+00,1.550e+18,2.368e+16,65.5,122.0,prefill
llama_3_1_70b,128x64,128,64,8192,32,1000,131072,8.454e+14,8.454e+14,8.454e+08,2.642e+07,4.884e+00,1.083e+17,8.454e+14,128.1,199.1,prefill
llama_3_1_70b,128x64,128,64,8192,64,1000,131072,1.551e+15,1.551e+15,1.551e+09,2.423e+07,5.326e+00,1.987e+17,1.551e+15,128.2,226.9,prefill
llama_3_1_70b,128x64,128,64,8192,128,1000,131072,2.961e+15,2.961e+15,2.961e+09,2.313e+07,5.578e+00,3.851e+17,2.961e+15,130.1,243.9,prefill
llama_3_1_70b,128x64,128,64,8192,256,1000,131072,5.922e+15,5.922e+15,5.922e+09,2.313e+07,5.578e+00,7.660e+17,5.922e+15,129.3,244.0,prefill
llama_3_1_70b,128x64,128,64,8192,512,1000,131072,1.184e+16,1.184e+16,1.184e+10,2.313e+07,5.578e+00,1.550e+18,1.184e+16,130.9,244.0,prefill
llama_3_1_70b,128x128,128,128,16384,32,1000,131072,4.229e+14,4.229e+14,4.229e+08,1.322e+07,9.763e+00,1.083e+17,4.229e+14,256.1,398.3,prefill
llama_3_1_70b,128x128,128,128,16384,64,1000,131072,7.756e+14,7.756e+14,7.756e+08,1.212e+07,1.065e+01,1.987e+17,7.756e+14,256.2,453.8,prefill
llama_3_1_70b,128x128,128,128,16384,128,1000,131072,1.481e+15,1.481e+15,1.481e+09,1.157e+07,1.115e+01,3.851e+17,1.481e+15,260.0,487.7,prefill
llama_3_1_70b,128x128,128,128,16384,256,1000,131072,2.962e+15,2.962e+15,2.962e+09,1.157e+07,1.115e+01,7.660e+17,2.962e+15,258.6,487.9,prefill
llama_3_1_70b,128x128,128,128,16384,512,1000,131072,5.925e+15,5.925e+15,5.925e+09,1.157e+07,1.115e+01,1.550e+18,5.925e+15,261.7,488.0,prefill
llama_3_1_70b,128x256,128,256,32768,32,1000,131072,2.997e+14,4.225e+14,4.225e+08,1.320e+07,9.773e+00,1.083e+17,2.997e+14,361.3,887.5,prefill
llama_3_1_70b,128x256,128,256,32768,64,1000,131072,5.644e+14,7.749e+14,7.749e+08,1.211e+07,1.066e+01,1.987e+17,5.644e+14,352.1,953.0,prefill
llama_3_1_70b,128x256,128,256,32768,128,1000,131072,1.094e+15,1.480e+15,1.480e+09,1.156e+07,1.116e+01,3.851e+17,1.094e+15,352.1,953.6,prefill
llama_3_1_70b,128x256,128,256,32768,256,1000,131072,2.188e+15,2.901e+15,2.901e+09,1.133e+07,1.138e+01,7.660e+17,2.188e+15,350.1,954.0,prefill
llama_3_1_70b,128x256,128,256,32768,512,1000,131072,4.375e+15,5.830e+15,5.830e+09,1.139e+07,1.133e+01,1.550e+18,4.375e+15,354.4,963.0,prefill
llama_3_1_70b,128x512,128,512,65536,32,1000,131072,2.382e+14,4.225e+14,4.225e+08,1.320e+07,9.773e+00,1.083e+17,2.382e+14,454.7,1837.7,prefill
llama_3_1_70b,128x512,128,512,65536,64,1000,131072,4.588e+14,7.749e+14,7.749e+08,1.211e+07,1.066e+01,1.987e+17,4.588e+14,433.2,1840.1,prefill
llama_3_1_70b,128x512,128,512,65536,128,1000,131072,9.001e+14,1.480e+15,1.480e+09,1.156e+07,1.116e+01,3.851e+17,9.001e+14,427.8,1841.2,prefill
llama_3_1_70b,128x512,128,512,65536,256,1000,131072,1.800e+15,2.901e+15,2.901e+09,1.133e+07,1.138e+01,7.660e+17,1.800e+15,425.5,1858.3,prefill
llama_3_1_70b,128x512,128,512,65536,512,1000,131072,3.600e+15,5.814e+15,5.814e+09,1.136e+07,1.136e+01,1.550e+18,3.600e+15,430.6,1866.9,prefill
llama_3_1_70b,256x32,256,32,8192,32,1000,131072,2.395e+15,2.395e+15,2.395e+09,7.484e+07,1.724e+00,1.082e+17,2.395e+15,45.2,112.5,prefill
llama_3_1_70b,256x32,256,32,8192,64,1000,131072,4.510e+15,4.510e+15,4.510e+09,7.046e+07,1.831e+00,1.985e+17,4.510e+15,44.0,120.7,prefill
llama_3_1_70b,256x32,256,32,8192,128,1000,131072,8.739e+15,8.739e+15,8.739e+09,6.827e+07,1.890e+00,3.818e+17,8.739e+15,43.7,120.9,prefill
llama_3_1_70b,256x32,256,32,8192,256,1000,131072,1.720e+16,1.720e+16,1.720e+10,6.718e+07,1.921e+00,7.524e+17,1.720e+16,43.8,120.9,prefill
llama_3_1_70b,256x32,256,32,8192,512,1000,131072,3.440e+16,3.440e+16,3.440e+10,6.718e+07,1.921e+00,1.505e+18,3.440e+16,43.8,122.0,prefill
llama_3_1_70b,256x64,256,64,16384,32,1000,131072,1.198e+15,1.198e+15,1.198e+09,3.743e+07,3.447e+00,1.082e+17,1.198e+15,90.3,225.0,prefill
llama_3_1_70b,256x64,256,64,16384,64,1000,131072,2.256e+15,2.256e+15,2.256e+09,3.524e+07,3.661e+00,1.985e+17,2.256e+15,88.0,241.5,prefill
llama_3_1_70b,256x64,256,64,16384,128,1000,131072,4.371e+15,4.371e+15,4.371e+09,3.415e+07,3.778e+00,3.818e+17,4.371e+15,87.3,241.7,prefill
llama_3_1_70b,256x64,256,64,16384,256,1000,131072,8.602e+15,8.602e+15,8.602e+09,3.360e+07,3.840e+00,7.524e+17,8.602e+15,87.5,241.8,prefill
llama_3_1_70b,256x64,256,64,16384,512,1000,131072,1.720e+16,1.720e+16,1.720e+10,3.360e+07,3.840e+00,1.505e+18,1.720e+16,87.5,244.0,prefill
llama_3_1_70b,256x128,256,128,32768,32,1000,131072,5.993e+14,5.993e+14,5.993e+08,1.873e+07,6.889e+00,1.082e+17,5.993e+14,180.5,450.0,prefill
llama_3_1_70b,256x128,256,128,32768,64,1000,131072,1.129e+15,1.129e+15,1.129e+09,1.763e+07,7.317e+00,1.985e+17,1.129e+15,175.9,483.0,prefill
llama_3_1_70b,256x128,256,128,32768,128,1000,131072,2.187e+15,2.187e+15,2.187e+09,1.709e+07,7.552e+00,3.818e+17,2.187e+15,174.6,483.4,prefill
llama_3_1_70b,256x128,256,128,32768,256,1000,131072,4.304e+15,4.304e+15,4.304e+09,1.681e+07,7.675e+00,7.524e+17,4.304e+15,174.8,483.6,prefill
llama_3_1_70b,256x128,256,128,32768,512,1000,131072,8.608e+15,8.608e+15,8.608e+09,1.681e+07,7.675e+00,1.505e+18,8.608e+15,174.9,488.1,prefill
llama_3_1_70b,256x256,256,256,65536,32,1000,131072,3.883e+14,4.234e+14,4.234e+08,1.323e+07,9.752e+00,1.082e+17,3.883e+14,278.6,874.5,prefill
llama_3_1_70b,256x256,256,256,65536,64,1000,131072,7.416e+14,7.767e+14,7.767e+08,1.214e+07,1.063e+01,1.985e+17,7.416e+14,267.7,936.6,prefill
llama_3_1_70b,256x256,256,256,65536,128,1000,131072,1.448e+15,1.483e+15,1.483e+09,1.159e+07,1.113e+01,3.818e+17,1.448e+15,263.7,937.4,prefill
llama_3_1_70b,256x256,256,256,65536,256,1000,131072,2.861e+15,2.897e+15,2.897e+09,1.132e+07,1.140e+01,7.524e+17,2.861e+15,263.0,937.8,prefill
llama_3_1_70b,256x256,256,256,65536,512,1000,131072,5.722e+15,5.749e+15,5.749e+09,1.123e+07,1.149e+01,1.505e+18,5.722e+15,263.0,946.2,prefill
llama_3_1_70b,256x512,256,512,131072,32,1000,131072,2.828e+14,4.227e+14,4.227e+08,1.321e+07,9.768e+00,1.082e+17,2.828e+14,382.6,1793.9,prefill
llama_3_1_70b,256x512,256,512,131072,64,1000,131072,5.481e+14,7.753e+14,7.753e+08,1.211e+07,1.065e+01,1.985e+17,5.481e+14,362.2,1795.3,prefill
llama_3_1_70b,256x512,256,512,131072,128,1000,131072,1.079e+15,1.481e+15,1.481e+09,1.157e+07,1.115e+01,3.818e+17,1.079e+15,354.0,1796.8,prefill
llama_3_1_70b,256x512,256,512,131072,256,1000,131072,2.140e+15,2.891e+15,2.891e+09,1.129e+07,1.143e+01,7.524e+17,2.140e+15,351.6,1812.8,prefill
llama_3_1_70b,256x512,256,512,131072,512,1000,131072,4.280e+15,5.738e+15,5.738e+09,1.121e+07,1.151e+01,1.505e+18,4.280e+15,351.7,1820.7,prefill
llama_3_1_70b,512x32,512,32,16384,32,1000,131072,3.805e+15,3.805e+15,3.805e+09,1.189e+08,1.085e+00,1.082e+17,3.805e+15,28.4,124.6,prefill
llama_3_1_70b,512x32,512,32,16384,64,1000,131072,7.330e+15,7.330e+15,7.330e+09,1.145e+08,1.127e+00,1.984e+17,7.330e+15,27.1,124.8,prefill
llama_3_1_70b,512x32,512,32,16384,128,1000,131072,1.438e+16,1.438e+16,1.438e+10,1.123e+08,1.148e+00,3.802e+17,1.438e+16,26.4,124.9,prefill
llama_3_1_70b,512x32,512,32,16384,256,1000,131072,2.848e+16,2.848e+16,2.848e+10,1.113e+08,1.160e+00,7.458e+17,2.848e+16,26.2,126.0,prefill
llama_3_1_70b,512x32,512,32,16384,512,1000,131072,5.668e+16,5.668e+16,5.668e+10,1.107e+08,1.165e+00,1.483e+18,5.668e+16,26.2,126.6,prefill
llama_3_1_70b,512x64,512,64,32768,32,1000,131072,1.903e+15,1.903e+15,1.903e+09,5.948e+07,2.169e+00,1.082e+17,1.903e+15,56.8,249.3,prefill
llama_3_1_70b,512x64,512,64,32768,64,1000,131072,3.667e+15,3.667e+15,3.667e+09,5.729e+07,2.252e+00,1.984e+17,3.667e+15,54.1,249.7,prefill
llama_3_1_70b,512x64,512,64,32768,128,1000,131072,7.193e+15,7.193e+15,7.193e+09,5.620e+07,2.296e+00,3.802e+17,7.193e+15,52.9,249.9,prefill
llama_3_1_70b,512x64,512,64,32768,256,1000,131072,1.425e+16,1.425e+16,1.425e+10,5.565e+07,2.319e+00,7.458e+17,1.425e+16,52.4,252.0,prefill
llama_3_1_70b,512x64,512,64,32768,512,1000,131072,2.835e+16,2.835e+16,2.835e+10,5.537e+07,2.330e+00,1.483e+18,2.835e+16,52.3,253.2,prefill
llama_3_1_70b,512x128,512,128,65536,32,1000,131072,9.524e+14,9.524e+14,9.524e+08,2.976e+07,4.335e+00,1.082e+17,9.524e+14,113.6,498.5,prefill
llama_3_1_70b,512x128,512,128,65536,64,1000,131072,1.835e+15,1.835e+15,1.835e+09,2.867e+07,4.501e+00,1.984e+17,1.835e+15,108.1,499.3,prefill
llama_3_1_70b,512x128,512,128,65536,128,1000,131072,3.599e+15,3.599e+15,3.599e+09,2.812e+07,4.588e+00,3.802e+17,3.599e+15,105.6,499.7,prefill
llama_3_1_70b,512x128,512,128,65536,256,1000,131072,7.129e+15,7.129e+15,7.129e+09,2.785e+07,4.633e+00,7.458e+17,7.129e+15,104.6,504.1,prefill
llama_3_1_70b,512x128,512,128,65536,512,1000,131072,1.419e+16,1.419e+16,1.419e+10,2.771e+07,4.656e+00,1.483e+18,1.419e+16,104.5,506.3,prefill
llama_3_1_70b,512x256,512,256,131072,32,1000,131072,5.656e+14,6.006e+14,6.006e+08,1.877e+07,6.874e+00,1.082e+17,5.656e+14,191.2,959.7,prefill
llama_3_1_70b,512x256,512,256,131072,64,1000,131072,1.096e+15,1.131e+15,1.131e+09,1.767e+07,7.300e+00,1.984e+17,1.096e+15,181.0,961.2,prefill
llama_3_1_70b,512x256,512,256,131072,128,1000,131072,2.157e+15,2.192e+15,2.192e+09,1.713e+07,7.533e+00,3.802e+17,2.157e+15,176.2,962.0,prefill
llama_3_1_70b,512x256,512,256,131072,256,1000,131072,4.279e+15,4.315e+15,4.315e+09,1.685e+07,7.655e+00,7.458e+17,4.279e+15,174.3,970.1,prefill
llama_3_1_70b,512x256,512,256,131072,512,1000,131072,8.524e+15,8.559e+15,8.559e+09,1.672e+07,7.718e+00,1.483e+18,8.524e+15,174.0,974.2,prefill
llama_3_1_70b,512x512,512,512,262144,32,1000,131072,3.721e+14,4.247e+14,4.247e+08,1.327e+07,9.721e+00,1.082e+17,3.721e+14,290.6,1842.6,prefill
llama_3_1_70b,512x512,512,512,262144,64,1000,131072,7.268e+14,7.794e+14,7.794e+08,1.218e+07,1.059e+01,1.984e+17,7.268e+14,273.0,1845.6,prefill
llama_3_1_70b,512x512,512,512,262144,128,1000,131072,1.436e+15,1.489e+15,1.489e+09,1.163e+07,1.109e+01,3.802e+17,1.436e+15,264.8,1847.1,prefill
llama_3_1_70b,512x512,512,512,262144,256,1000,131072,2.854e+15,2.907e+15,2.907e+09,1.136e+07,1.136e+01,7.458e+17,2.854e+15,261.3,1862.1,prefill
llama_3_1_70b,512x512,512,512,262144,512,1000,131072,5.691e+15,5.745e+15,5.745e+09,1.122e+07,1.150e+01,1.483e+18,5.691e+15,260.5,1869.6,prefill
llama_3_1_70b,32x32,32,32,1024,32,2000,131072,1.693e+15,1.693e+15,8.463e+08,2.645e+07,4.879e+00,1.089e+17,1.693e+15,128.6,245.7,prefill
llama_3_1_70b,32x32,32,32,1024,64,2000,131072,3.387e+15,3.387e+15,1.694e+09,2.646e+07,4.875e+00,2.001e+17,3.387e+15,118.2,198.4,prefill
llama_3_1_70b,32x32,32,32,1024,128,2000,131072,6.775e+15,6.775e+15,3.387e+09,2.646e+07,4.875e+00,4.048e+17,6.775e+15,119.5,198.6,prefill
llama_3_1_70b,32x32,32,32,1024,256,2000,131072,1.354e+16,1.354e+16,6.772e+09,2.645e+07,4.877e+00,8.472e+17,1.354e+16,125.1,226.1,prefill
llama_3_1_70b,32x32,32,32,1024,512,2000,131072,2.708e+16,2.708e+16,1.354e+10,2.645e+07,4.878e+00,1.823e+18,2.708e+16,134.6,242.9,prefill
llama_3_1_70b,32x64,32,64,2048,32,2000,131072,8.470e+14,8.470e+14,4.235e+08,1.323e+07,9.749e+00,1.089e+17,8.470e+14,257.1,396.1,prefill
llama_3_1_70b,32x64,32,64,2048,64,2000,131072,1.694e+15,1.694e+15,8.470e+08,1.323e+07,9.749e+00,2.001e+17,1.694e+15,236.3,396.8,prefill
llama_3_1_70b,32x64,32,64,2048,128,2000,131072,3.387e+15,3.387e+15,1.693e+09,1.323e+07,9.753e+00,4.048e+17,3.387e+15,239.0,451.9,prefill
llama_3_1_70b,32x64,32,64,2048,256,2000,131072,6.772e+15,6.772e+15,3.386e+09,1.323e+07,9.755e+00,8.472e+17,6.772e+15,250.2,485.6,prefill
llama_3_1_70b,32x64,32,64,2048,512,2000,131072,1.354e+16,1.354e+16,6.772e+09,1.323e+07,9.755e+00,1.823e+18,1.354e+16,269.2,485.7,prefill
llama_3_1_70b,32x128,32,128,4096,32,2000,131072,4.237e+14,8.459e+14,4.229e+08,1.322e+07,9.762e+00,1.089e+17,4.237e+14,513.9,792.2,prefill
llama_3_1_70b,32x128,32,128,4096,64,2000,131072,8.470e+14,1.552e+15,7.762e+08,1.213e+07,1.064e+01,2.001e+17,8.470e+14,472.6,903.1,prefill
llama_3_1_70b,32x128,32,128,4096,128,2000,131072,1.694e+15,3.106e+15,1.553e+09,1.213e+07,1.063e+01,4.048e+17,1.694e+15,478.0,970.9,prefill
llama_3_1_70b,32x128,32,128,4096,256,2000,131072,3.387e+15,6.301e+15,3.151e+09,1.231e+07,1.048e+01,8.472e+17,3.387e+15,500.2,971.3,prefill
llama_3_1_70b,32x128,32,128,4096,512,2000,131072,6.775e+15,1.282e+16,6.410e+09,1.252e+07,1.031e+01,1.823e+18,6.775e+15,538.2,971.5,prefill
llama_3_1_70b,32x256,32,256,8192,32,2000,131072,2.999e+14,8.459e+14,4.229e+08,1.322e+07,9.762e+00,1.089e+17,2.999e+14,725.9,1765.3,prefill
llama_3_1_70b,32x256,32,256,8192,64,2000,131072,5.998e+14,1.552e+15,7.762e+08,1.213e+07,1.064e+01,2.001e+17,5.998e+14,667.4,1896.6,prefill
llama_3_1_70b,32x256,32,256,8192,128,2000,131072,1.200e+15,2.980e+15,1.490e+09,1.164e+07,1.108e+01,4.048e+17,1.200e+15,674.9,1898.3,prefill
llama_3_1_70b,32x256,32,256,8192,256,2000,131072,2.399e+15,6.177e+15,3.088e+09,1.206e+07,1.069e+01,8.472e+17,2.399e+15,706.2,1899.1,prefill
llama_3_1_70b,32x256,32,256,8192,512,2000,131072,4.798e+15,1.269e+16,6.345e+09,1.239e+07,1.041e+01,1.823e+18,4.798e+15,760.0,1916.8,prefill
llama_3_1_70b,32x512,32,512,16384,32,2000,131072,2.381e+14,8.459e+14,4.229e+08,1.322e+07,9.762e+00,1.089e+17,2.381e+14,914.4,3655.3,prefill
llama_3_1_70b,32x512,32,512,16384,64,2000,131072,4.762e+14,1.552e+15,7.762e+08,1.213e+07,1.064e+01,2.001e+17,4.762e+14,840.5,3661.9,prefill
llama_3_1_70b,32x512,32,512,16384,128,2000,131072,9.525e+14,2.980e+15,1.490e+09,1.164e+07,1.108e+01,4.048e+17,9.525e+14,850.0,3665.2,prefill
llama_3_1_70b,32x512,32,512,16384,256,2000,131072,1.905e+15,6.114e+15,3.057e+09,1.194e+07,1.080e+01,8.472e+17,1.905e+15,889.5,3699.0,prefill
llama_3_1_70b,32x512,32,512,16384,512,2000,131072,3.810e+15,1.269e+16,6.343e+09,1.239e+07,1.042e+01,1.823e+18,3.810e+15,957.1,3716.2,prefill
llama_3_1_70b,64x32,64,32,2048,32,2000,131072,1.691e+15,1.691e+15,8.456e+08,2.643e+07,4.883e+00,1.085e+17,1.691e+15,128.3,198.2,prefill
llama_3_1_70b,64x32,64,32,2048,64,2000,131072,3.102e+15,3.102e+15,1.551e+09,2.424e+07,5.324e+00,1.992e+17,3.102e+15,128.4,198.6,prefill
llama_3_1_70b,64x32,64,32,2048,128,2000,131072,6.203e+15,6.203e+15,3.101e+09,2.423e+07,5.325e+00,3.917e+17,6.203e+15,126.3,226.2,prefill
llama_3_1_70b,64x32,64,32,2048,256,2000,131072,1.240e+16,1.240e+16,6.202e+09,2.423e+07,5.325e+00,7.930e+17,1.240e+16,127.9,243.0,prefill
llama_3_1_70b,64x32,64,32,2048,512,2000,131072,2.481e+16,2.481e+16,1.240e+10,2.423e+07,5.325e+00,1.641e+18,2.481e+16,132.3,243.1,prefill
llama_3_1_70b,64x64,64,64,4096,32,2000,131072,8.458e+14,8.458e+14,4.229e+08,1.322e+07,9.763e+00,1.085e+17,8.458e+14,256.5,396.5,prefill
llama_3_1_70b,64x64,64,64,4096,64,2000,131072,1.551e+15,1.551e+15,7.757e+08,1.212e+07,1.064e+01,1.992e+17,1.551e+15,256.8,397.2,prefill
llama_3_1_70b,64x64,64,64,4096,128,2000,131072,3.102e+15,3.102e+15,1.551e+09,1.212e+07,1.065e+01,3.917e+17,3.102e+15,252.5,452.3,prefill
llama_3_1_70b,64x64,64,64,4096,256,2000,131072,6.204e+15,6.204e+15,3.102e+09,1.212e+07,1.065e+01,7.930e+17,6.204e+15,255.7,486.0,prefill
llama_3_1_70b,64x64,64,64,4096,512,2000,131072,1.241e+16,1.241e+16,6.204e+09,1.212e+07,1.065e+01,1.641e+18,1.241e+16,264.6,486.1,prefill
llama_3_1_70b,64x128,64,128,8192,32,2000,131072,4.231e+14,8.448e+14,4.224e+08,1.320e+07,9.775e+00,1.085e+17,4.231e+14,512.8,792.9,prefill
llama_3_1_70b,64x128,64,128,8192,64,2000,131072,7.759e+14,1.549e+15,7.747e+08,1.210e+07,1.066e+01,1.992e+17,7.759e+14,513.5,903.9,prefill
llama_3_1_70b,64x128,64,128,8192,128,2000,131072,1.552e+15,2.960e+15,1.480e+09,1.156e+07,1.116e+01,3.917e+17,1.552e+15,504.8,971.7,prefill
llama_3_1_70b,64x128,64,128,8192,256,2000,131072,3.103e+15,5.965e+15,2.983e+09,1.165e+07,1.107e+01,7.930e+17,3.103e+15,511.1,972.0,prefill
llama_3_1_70b,64x128,64,128,8192,512,2000,131072,6.207e+15,1.204e+16,6.019e+09,1.176e+07,1.097e+01,1.641e+18,6.207e+15,528.9,972.2,prefill
llama_3_1_70b,64x256,64,256,16384,32,2000,131072,2.997e+14,8.448e+14,4.224e+08,1.320e+07,9.775e+00,1.085e+17,2.997e+14,723.9,1767.0,prefill
llama_3_1_70b,64x256,64,256,16384,64,2000,131072,5.643e+14,1.549e+15,7.747e+08,1.210e+07,1.066e+01,1.992e+17,5.643e+14,706.0,1898.3,prefill
llama_3_1_70b,64x256,64,256,16384,128,2000,131072,1.129e+15,2.960e+15,1.480e+09,1.156e+07,1.116e+01,3.917e+17,1.129e+15,694.0,1899.8,prefill
llama_3_1_70b,64x256,64,256,16384,256,2000,131072,2.257e+15,5.903e+15,2.951e+09,1.153e+07,1.119e+01,7.930e+17,2.257e+15,702.6,1900.5,prefill
llama_3_1_70b,64x256,64,256,16384,512,2000,131072,4.515e+15,1.197e+16,5.987e+09,1.169e+07,1.103e+01,1.641e+18,4.515e+15,727.1,1918.3,prefill
llama_3_1_70b,64x512,64,512,32768,32,2000,131072,2.381e+14,8.448e+14,4.224e+08,1.320e+07,9.775e+00,1.085e+17,2.381e+14,911.4,3658.8,prefill
llama_3_1_70b,64x512,64,512,32768,64,2000,131072,4.586e+14,1.549e+15,7.747e+08,1.210e+07,1.066e+01,1.992e+17,4.586e+14,868.8,3665.3,prefill
