model,array_dim,batch_size,max_seq_len,frequency,sram_size,dram_bandwidth,total_data_moved,window_cycle_count,average_bandwidth,peak_bandwidth,peak_phase,burst_bandwidth,burst_gemm
deepseek_v4,256x128,32,1048576,1000,83886080,256,1.1748598721794867e+18,4585320681543410.0,256.2219643455845,335.3001411057238,prefill,528.5959183673469,proj_k_pf
deepseek_v4,256x128,32,1048576,2000,83886080,256,1.1748598721794867e+18,4585320681543410.0,512.443928691169,670.6002822114476,prefill,1057.1918367346939,proj_k_pf
llama_3_1_405b,32x128,32,131072,1000,83886080,256,2.5007954306636186e+17,969946886250008.5,257.8280796727076,402.14385067207996,prefill,441.1766467065868,lm_head_dc
llama_3_1_405b,32x128,32,131072,2000,83886080,256,2.5007954306636186e+17,969946886250008.5,515.6561593454152,804.2877013441599,prefill,882.3532934131736,lm_head_dc
llama_3_1_70b,32x128,32,131072,1000,83886080,256,1.0886699860413645e+17,423697019057053.75,256.94539661011106,396.0786250548807,prefill,441.315369261477,lm_head_dc
llama_3_1_70b,32x128,32,131072,2000,83886080,256,1.0886699860413645e+17,423697019057053.75,513.8907932202221,792.1572501097614,prefill,882.630738522954,lm_head_dc
llama_3_1_8b,32x128,32,131072,1000,83886080,256,3.814001978376192e+16,148605901581887.12,256.6521206612068,385.02016097058123,prefill,441.5928143712574,lm_head_dc
llama_3_1_8b,32x128,32,131072,2000,83886080,256,3.814001978376192e+16,148605901581887.12,513.3042413224136,770.0403219411625,prefill,883.1856287425148,lm_head_dc
