design,model,network,subarch,arch_dim,max_seq_len,batch_size,kv_heads,run_path,checkpoint_mtime,runtime|llama_2|llama_2,runtime|llama_2|projection,runtime|llama_2|attention,runtime|llama_2|ffn,runtime|llama_2|nonlinear,runtime|gemm|gemm,runtime|nonlinear|nonlinear,runtime|projection|projection,runtime|attention|attention,runtime|ffn|ffn,runtime|softmax|softmax,runtime|silu|silu,cycle_count|llama_2|llama_2,cycle_count|gemm|gemm,cycle_count|nonlinear|nonlinear,cycle_count|projection|projection,cycle_count|attention|attention,cycle_count|ffn|ffn,cycle_count|softmax|softmax,cycle_count|silu|silu,tag_dynamic_energy|llama_2|accumulator,tag_leakage_power|None|accumulator,tag_area|llama_2|accumulator,tag_dynamic_energy|llama_2|fifo,tag_leakage_power|None|fifo,tag_area|llama_2|fifo,tag_dynamic_energy|llama_2|pe,tag_leakage_power|None|pe,tag_area|llama_2|pe,tag_dynamic_energy|llama_2|nonlinear,tag_leakage_power|None|nonlinear,tag_area|llama_2|nonlinear,tag_dynamic_energy|llama_2|vector,tag_leakage_power|None|vector,tag_area|llama_2|vector,tag_dynamic_energy|llama_2|tc,tag_leakage_power|None|tc,tag_area|llama_2|tc,tag_dynamic_energy|llama_2|value_reuse,tag_leakage_power|None|value_reuse,tag_area|llama_2|value_reuse,tag_dynamic_energy|llama_2|array,tag_leakage_power|None|array,tag_area|llama_2|array,tag_dynamic_energy|llama_2|node_memory,tag_leakage_power|None|node_memory,tag_area|llama_2|node_memory,tag_dynamic_energy|llama_2|router,tag_leakage_power|None|router,tag_area|llama_2|router,tag_dynamic_energy|llama_2|onchip,tag_leakage_power|llama_2|onchip,tag_dynamic_energy|None|onchip,tag_leakage_power|None|onchip,tag_dynamic_energy|gemm|onchip,tag_leakage_power|gemm|onchip,tag_dynamic_energy|nonlinear|onchip,tag_leakage_power|nonlinear|onchip,tag_dynamic_energy|projection|onchip,tag_leakage_power|projection|onchip,tag_dynamic_energy|attention|onchip,tag_leakage_power|attention|onchip,tag_dynamic_energy|ffn|onchip,tag_leakage_power|ffn|onchip,tag_dynamic_energy|softmax|onchip,tag_leakage_power|softmax|onchip,tag_dynamic_energy|silu|onchip,tag_leakage_power|silu|onchip,tag_area|llama_2|onchip,tag_area|None|onchip,area_module|llama_2|pe_fifo,count|gemm|multiplier,count|gemm|and_gate,count|gemm|register_vector,count|gemm|accumulator_vector,count|gemm|magnitude_register,count|gemm|adder_vector,count|nonlinear|multiplier,count|nonlinear|and_gate,count|nonlinear|register_vector,count|nonlinear|accumulator_vector,count|nonlinear|magnitude_register,count|nonlinear|adder_vector,count|projection|multiplier,count|projection|and_gate,count|projection|register_vector,count|projection|accumulator_vector,count|projection|magnitude_register,count|projection|adder_vector,count|attention|multiplier,count|attention|and_gate,count|attention|register_vector,count|attention|accumulator_vector,count|attention|magnitude_register,count|attention|adder_vector,count|ffn|multiplier,count|ffn|and_gate,count|ffn|register_vector,count|ffn|accumulator_vector,count|ffn|magnitude_register,count|ffn|adder_vector,count|softmax|multiplier,count|softmax|and_gate,count|softmax|register_vector,count|softmax|accumulator_vector,count|softmax|magnitude_register,count|softmax|adder_vector,count|silu|multiplier,count|silu|and_gate,count|silu|register_vector,count|silu|accumulator_vector,count|silu|magnitude_register,count|silu|adder_vector
carat,llama_2_70b,single_node,,128x8,4096,2,32,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_72,1787938754350031832,48404147.116800003,10348186.8288,1744302.8992000001,36218653.900800005,92307.167999999991,48311839.948800005,92307.167999999991,129352.33536000001,21803.786240000001,452733.17376000003,944.17559999999992,209.66399999999999,19361658846720,19324735979520,36922867200,51740934144,8721514496,181093269504,377670240,83865600,1386153239273.3098,2.5912464199999996,0.10879931999999999,1384905098990.2175,9.14109412,0.48366567199999999,23840462226.521324,1.3796147200000002,0.066121215999999997,,,,10515346974.656094,4.7280780800000004,0.21119974399999999,25507603630.674675,0.18920447999999998,0.010691071999999999,89292638707.188934,0.19218746,0.0088790799999999993,2839981224318.1455,18.073809999999998,0.88322533599999997,664821315121.92834,27.313187999999997,1.53584433864,,,,3504802539440.0737,45.386998000000006,,45.386998000000006,3495536806354.5747,45.386998000000006,9265733085.4999886,45.386998000000006,9364100840.8869457,45.386998000000006,1554473376.6202383,45.386998000000006,32773678535.885105,45.386998000000006,96326943.719449893,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,625048373166080,2488540282880,0,,,,0,4621101957120,105025044480,,,,1675037245440,6543114240,0,,,,275011076096,1661075456,0,,,,5862630359040,22900899840,0,,,,0,47267528704,1074262016,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,4096,1,32,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_73,1787938754384032146,47432647.884800009,10328054.169600001,872151.44960000005,36148189.593600005,83884.031999999992,47348763.852800012,83884.031999999992,129100.67712000001,10901.893120000001,451852.36992000008,943.71839999999997,104.83199999999999,18973059153920,18939505541120,33553612800,51640270848,4360757248,180740947968,377487360,41932800,693076619636.65491,2.5912464199999996,0.10879931999999999,743021368681.43542,9.14109412,0.48366567199999999,11920231113.260662,1.3796147200000002,0.066121215999999997,,,,5256986426.7138577,4.7280780800000004,0.21119974399999999,25005742583.061417,0.18920447999999998,0.010691071999999999,47255368899.774399,0.19218746,0.0088790799999999993,1485419734598.689,18.073809999999998,0.88322533599999997,627335121307.85596,27.313187999999997,1.53584433864,,,,2112754855906.5449,45.386998000000006,,45.386998000000006,2108122668836.2139,45.386998000000006,4632187070.3311415,45.386998000000006,5683033265.9252319,45.386998000000006,777236593.45767736,45.386998000000006,19890279227.128712,45.386998000000006,48154978.454489291,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,312524186583040,1244264898560,0,,,,0,2310096814080,52502200320,,,,837518622720,3271557120,0,,,,137505538048,830472192,0,,,,2931315179520,11450449920,0,,,,0,23628087296,537001984,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,4096,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_74,1787938754253030938,45275308.441600002,8606711.8080000002,436154.36800000002,36148189.593600005,83884.031999999992,45191424.409600005,83884.031999999992,107583.8976,5451.9296000000004,451852.36992000008,943.71839999999997,104.83199999999999,18110123376640,18076569763840,33553612800,43033559040,2180771840,180740947968,377487360,41932800,668312836118.73987,2.5912464199999996,0.10879931999999999,715470462625.09229,9.14109412,0.48366567199999999,11494305015.45961,1.3796147200000002,0.066121215999999997,,,,5193852641.5167408,4.7280780800000004,0.21119974399999999,23869532931.029472,0.18920447999999998,0.010691071999999999,45515314313.003792,0.19218746,0.0088790799999999993,1431172365724.217,18.073809999999998,0.88322533599999997,599135026829.32727,27.313187999999997,1.53584433864,,,,2030307392553.5444,45.386998000000006,,45.386998000000006,2025675205483.2134,45.386998000000006,4632187070.3311415,45.386998000000006,4735861054.9376945,45.386998000000006,693815512.53271258,45.386998000000006,19890279227.128712,45.386998000000006,48154978.454489291,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,301357271613440,1200644136960,0,,,,0,2310096814080,52502200320,,,,697932185600,2726297600,0,,,,137505538048,830472192,0,,,,2931315179520,11450449920,0,,,,0,23628087296,537001984,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,4096,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_75,1787938754458032829,45807455.148800001,8623489.0240000002,872308.73600000003,36218653.900800005,92307.167999999991,45715147.980800003,92307.167999999991,107793.6128,10903.859200000001,452733.17376000003,944.17559999999992,209.66399999999999,18322982059520,18286059192320,36922867200,43117445120,4361543680,181093269504,377670240,83865600,1336625672237.4797,2.5912464199999996,0.10879931999999999,1333549122028.0864,9.14109412,0.48366567199999999,22988610030.91922,1.3796147200000002,0.066121215999999997,,,,10389079404.261858,4.7280780800000004,0.21119974399999999,24142734693.194534,0.18920447999999998,0.010691071999999999,86005792292.337219,0.19218746,0.0088790799999999993,2736333134845.0273,18.073809999999998,0.88322533599999997,630267353768.55676,27.313187999999997,1.53584433864,,,,3366600488613.584,45.386998000000006,,45.386998000000006,3357334755528.085,45.386998000000006,9265733085.4999886,45.386998000000006,7803417367.4057884,45.386998000000006,1387631214.7703087,45.386998000000006,32773678535.885105,45.386998000000006,96326943.719449893,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,602714543226880,2401298759680,0,,,,0,4621101957120,105025044480,,,,1395864371200,5452595200,0,,,,275011076096,1661075456,0,,,,5862630359040,22900899840,0,,,,0,47267528704,1074262016,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,2048,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_76,1787938753422023272,45099814.419199996,8623489.0240000002,221300.32640000034,36218653.900800005,35674.847999999998,45064139.571199998,35674.847999999998,107793.6128,2766.2540800000043,452733.17376000003,236.27160000000001,209.66399999999999,18039925767680,18025655828480,14269939200,43117445120,1106501632.0000019,181093269504,94508640,83865600,1300023280474.8613,2.5912464199999996,0.10879931999999999,1298372436968.9763,9.14109412,0.48366567199999999,22359447561.93185,1.3796147200000002,0.066121215999999997,,,,6004658794.7405052,4.7280780800000004,0.21119974399999999,23802347913.2472,0.18920447999999998,0.010691071999999999,83697845031.319672,0.19218746,0.0088790799999999993,2659030259984.3154,18.073809999999998,0.88322533599999997,618587834983.41394,27.313187999999997,1.53584433864,,,,3277618094967.7295,45.386998000000006,,45.386998000000006,3274130120067.6152,45.386998000000006,3487974900.113842,45.386998000000006,7803417367.4057884,45.386998000000006,347573271.51440561,45.386998000000006,32773678535.885105,45.386998000000006,24104966.402123056,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,586219184455680,2302643486720,0,,,,0,1785962168320,40590049280,,,,1395864371200,5452595200,0,,,,68819091456,427884544,0,,,,5862630359040,22900899840,0,,,,0,11828281344,268824576,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,2048,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_77,1787938753393023005,44893181.132800005,8606711.8080000002,110650.16320000017,36148189.593600005,27260.928,44865920.204800002,27260.928,107583.8976,1383.1270400000021,451852.36992000008,235.92959999999999,104.83199999999999,17957272453120,17946368081920,10904371200,43033559040,553250816.00000095,180740947968,94371840,41932800,650011640237.43066,2.5912464199999996,0.10879931999999999,697882120095.53748,9.14109412,0.48366567199999999,11179723780.965925,1.3796147200000002,0.066121215999999997,,,,3001991259.7014036,4.7280780800000004,0.21119974399999999,23699339541.055801,0.18920447999999998,0.010691071999999999,44361340682.495026,0.19218746,0.0088790799999999993,1392521277216.8049,18.073809999999998,0.88322533599999997,593295267436.7561,27.313187999999997,1.53584433864,,,,1985816544653.561,45.386998000000006,,45.386998000000006,1984072891547.0752,45.386998000000006,1743653106.4857395,45.386998000000006,4735861054.9376945,45.386998000000006,173786588.33098197,45.386998000000006,19890279227.128712,45.386998000000006,12048303.90642176,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,293109592227840,1151319121920,0,,,,0,892757606400,20289945600,,,,697932185600,2726297600,0,,,,34409545728,213909504,0,,,,2931315179520,11450449920,0,,,,0,5911347200,134348800,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,1024,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_78,1787938752931018743,44796803.891200006,8606711.8080000002,28428.697600000043,36148189.593600005,13105.151999999998,44783698.739200003,13105.151999999998,107583.8976,355.35872000000052,451852.36992000008,58.982399999999998,104.83199999999999,17918721556480,17913479495680,5242060800,43033559040,142143488.00000018,180740947968,23592960,41932800,645432817715.4679,2.5912464199999996,0.10879931999999999,693484082473.04419,9.14109412,0.48366567199999999,11101065674.082354,1.3796147200000002,0.066121215999999997,,,,2453661680.8714314,4.7280780800000004,0.21119974399999999,23656784269.502579,0.18920447999999998,0.010691071999999999,44069850121.804779,0.19218746,0.0088790799999999993,1382853425049.759,18.073809999999998,0.88322533599999997,591831083136.81006,27.313187999999997,1.53584433864,,,,1974684508186.5693,45.386998000000006,,45.386998000000006,1973663019818.4951,45.386998000000006,1021488368.0742767,45.386998000000006,4735861054.9376945,45.386998000000006,43663191.723728769,45.386998000000006,19890279227.128712,45.386998000000006,3021244.6762784771,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,291047336837120,1138736209920,0,,,,0,538422804480,12236881920,,,,697932185600,2726297600,0,,,,8631353344,56623104,0,,,,2931315179520,11450449920,0,,,,0,1482162176,33685504,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,1024,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_79,1787938752917018614,44921211.104000002,8623489.0240000002,56857.395200000086,36218653.900800005,21514.464,44899696.640000001,21514.464,107793.6128,710.71744000000103,452733.17376000003,59.266799999999996,209.66399999999999,17968484441600,17959878656000,8605785600,43117445120,284286976.00000036,181093269504,23706720,83865600,1290865635430.9358,2.5912464199999996,0.10879931999999999,1289576361723.9902,9.14109412,0.48366567199999999,22202131348.164707,1.3796147200000002,0.066121215999999997,,,,4907650714.1352234,4.7280780800000004,0.21119974399999999,23717237370.140755,0.18920447999999998,0.010691071999999999,83114863909.939194,0.19218746,0.0088790799999999993,2639694206727.2769,18.073809999999998,0.88322533599999997,615659466383.52197,27.313187999999997,1.53584433864,,,,3255353673110.7988,45.386998000000006,,45.386998000000006,3253310372816.3555,45.386998000000006,2043300294.4432454,45.386998000000006,7803417367.4057884,45.386998000000006,87326430.873678386,45.386998000000006,32773678535.885105,45.386998000000006,6046533.8312406018,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,582094673674240,2277475041280,0,,,,0,1077061877760,24478679040,,,,1395864371200,5452595200,0,,,,17262706688,113278976,0,,,,5862630359040,22900899840,0,,,,0,2967027712,67432448,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,256,8,64,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_8,1787938755353041085,50731152.358399995,13958643.712000001,60057.190400000029,36641439.744000003,68349.311999999991,50662803.046399996,68349.311999999991,174483.04640000002,750.71488000000033,458017.99680000002,15.7104,838.65599999999995,20292460943360,20265121218560,27339724800,69793218560,300285952.00000006,183207198720,6284160,335462400,5746321624987.3525,2.5912464199999996,0.10879931999999999,5415295124419.5332,9.14109412,0.48366567199999999,98834016884.854095,1.3796147200000002,0.066121215999999997,,,,19771393351.727806,4.7280780800000004,0.21119974399999999,26758715458.62574,0.18920447999999998,0.010691071999999999,353165866671.70801,0.19218746,0.0088790799999999993,11327699110986.16,18.073809999999998,0.88322533599999997,842460258227.24963,27.313187999999997,1.53584433864,,,,12170159369213.41,45.386998000000006,,45.386998000000006,12163792834000.361,45.386998000000006,6366535213.0505266,45.386998000000006,41934276064.668808,45.386998000000006,30558413.280991435,45.386998000000006,110074777040.8788,45.386998000000006,1602810.7659317243,45.386998000000006,77978879.397199869,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,2591226666680320,10123571691520,0,,,,0,3421718446080,77766328320,,,,8933531975680,34896609280,0,,,,4575985664,37781504,0,,,,23450521436160,91603599360,0,,,,0,786497536,17874944,,,,0,41984983040,954204160,,
carat,llama_2_70b,single_node,,128x8,512,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_80,1787938752695016566,44875713.70880001,8623489.0240000002,14901.248,36218653.900800005,17973.216,44857740.492800012,17973.216,107793.6128,186.26560000000001,452733.17376000003,15.001200000000001,209.66399999999999,17950285483520,17943096197120,7189286400,43117445120,74506240,181093269504,6000480,83865600,1288572700618.3196,2.5912464199999996,0.10879931999999999,1287376390922.6389,9.14109412,0.48366567199999999,22162789496.462769,1.3796147200000002,0.066121215999999997,,,,4632947229.8714314,4.7280780800000004,0.21119974399999999,23695952810.30434,0.18920447999999998,0.010691071999999999,82966121476.531036,0.19218746,0.0088790799999999993,2634855026142.0898,18.073809999999998,0.88322533599999997,614923129781.74585,27.313187999999997,1.53584433864,,,,3249778155923.8359,45.386998000000006,,45.386998000000006,3248096141810.4717,45.386998000000006,1682014113.3635664,45.386998000000006,7803417367.4057884,45.386998000000006,22148543.300120845,45.386998000000006,32773678535.885105,45.386998000000006,1530456.5677446143,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,581063210434560,2270930616320,0,,,,0,899779133440,20449525760,,,,1395864371200,5452595200,0,,,,4369416192,31473664,0,,,,5862630359040,22900899840,0,,,,0,750993408,17068032,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,512,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_81,1787938752732016907,44772286.873599999,8606711.8080000002,7450.6239999999998,36148189.593600005,9566.2079999999987,44762720.665600002,9566.2079999999987,107583.8976,93.132800000000003,451852.36992000008,14.7456,104.83199999999999,17908914749440,17905088266240,3826483200,43033559040,37253120,180740947968,5898240,41932800,644286350309.15979,2.5912464199999996,0.10879931999999999,692384097072.36865,9.14109412,0.48366567199999999,11081394748.231384,1.3796147200000002,0.066121215999999997,,,,2316397169.4758706,4.7280780800000004,0.21119974399999999,23646141989.584373,0.18920447999999998,0.010691071999999999,43995478905.1007,0.19218746,0.0088790799999999993,1380433921987.9016,18.073809999999998,0.88322533599999997,591462914835.92188,27.313187999999997,1.53584433864,,,,1971896836823.8235,45.386998000000006,,45.386998000000006,1971055905264.0769,45.386998000000006,840931559.7463553,45.386998000000006,4735861054.9376945,45.386998000000006,11074259.79350521,45.386998000000006,19890279227.128712,45.386998000000006,764284.57217945589,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,290531605217280,1135464652800,0,,,,0,449839104000,10223616000,,,,697932185600,2726297600,0,,,,2184708096,15728640,0,,,,2931315179520,11450449920,0,,,,0,374865920,8519680,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,128,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_82,1787938752388013734,44764255.436800003,8606711.8080000002,525.10720000000003,36148189.593600005,8460.2879999999986,44755795.148800001,8460.2879999999986,107583.8976,6.5638400000000008,451852.36992000008,0.92159999999999997,104.83199999999999,17905702174720,17902318059520,3384115200,43033559040,2625536,180740947968,368640,41932800,643926537690.84778,2.5912464199999996,0.10879931999999999,692039935138.98694,9.14109412,0.48366567199999999,11075241984.664141,1.3796147200000002,0.066121215999999997,,,,2273403363.1253872,4.7280780800000004,0.21119974399999999,23642813247.833771,0.18920447999999998,0.010691071999999999,43970926645.415581,0.19218746,0.0088790799999999993,1379675665469.0493,18.073809999999998,0.88322533599999997,591346255596.39966,27.313187999999997,1.53584433864,,,,1971021921065.4487,45.386998000000006,,45.386998000000006,1970237427179.0645,45.386998000000006,784493886.38445568,45.386998000000006,4735861054.9376945,45.386998000000006,843283.73084858246,45.386998000000006,19890279227.128712,45.386998000000006,58813.655155711996,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,290370292285440,1134374133760,0,,,,0,422156697600,9594470400,,,,697932185600,2726297600,0,,,,168296448,2097152,0,,,,2931315179520,11450449920,0,,,,0,28835840,655360,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,128,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_83,1787938752399013835,44860755.027200013,8623489.0240000002,1050.2144000000001,36218653.900800005,16865.567999999999,44843889.45920001,16865.567999999999,107793.6128,13.127680000000002,452733.17376000003,1.1556,209.66399999999999,17944302010880,17937555783680,6746227200,43117445120,5251072,181093269504,462240,83865600,1287853075381.6956,2.5912464199999996,0.10879931999999999,1286688067055.8755,9.14109412,0.48366567199999999,22150483969.328281,1.3796147200000002,0.066121215999999997,,,,4546828296.8037539,4.7280780800000004,0.21119974399999999,23689295326.803131,0.18920447999999998,0.010691071999999999,82917016957.160797,0.19218746,0.0088790799999999993,2633338381784.0171,18.073809999999998,0.88322533599999997,614689811302.70117,27.313187999999997,1.53584433864,,,,3248028193086.7178,45.386998000000006,,45.386998000000006,3246459183743.396,45.386998000000006,1569009343.3218908,45.386998000000006,7803417367.4057884,45.386998000000006,1686567.4616971649,45.386998000000006,32773678535.885105,45.386998000000006,117896.9422236672,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,580740584570880,2268748267520,0,,,,0,844327813120,19189268480,,,,1395864371200,5452595200,0,,,,336592896,4194304,0,,,,5862630359040,22900899840,0,,,,0,57851904,1314816,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,256,2,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_84,1787938752431014130,44863916.076800011,8623489.0240000002,3989.5040000000017,36218653.900800005,17087.327999999998,44846828.748800009,17087.327999999998,107793.6128,49.868800000000022,452733.17376000003,3.9276,209.66399999999999,17945566430720,17938731499520,6834931200,43117445120,19947520.000000004,181093269504,1571040,83865600,1287997705139.3477,2.5912464199999996,0.10879931999999999,1286825922227.249,9.14109412,0.48366567199999999,22152947634.407211,1.3796147200000002,0.066121215999999997,,,,4564045626.7492466,4.7280780800000004,0.21119974399999999,23690628208.315334,0.18920447999999998,0.010691071999999999,82927437291.647461,0.19218746,0.0088790799999999993,2633642647360.3276,18.073809999999998,0.88322533599999997,614736923405.40015,27.313187999999997,1.53584433864,,,,3248379570765.7275,45.386998000000006,,45.386998000000006,3246787936962.4648,45.386998000000006,1591633803.2626317,45.386998000000006,7803417367.4057884,45.386998000000006,5795982.7000435842,45.386998000000006,32773678535.885105,45.386998000000006,400702.69148293108,45.386998000000006,19494719.849299967,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,580805176852480,2269168353280,0,,,,0,855429611520,19441582080,,,,1395864371200,5452595200,0,,,,1143996416,9445376,0,,,,5862630359040,22900899840,0,,,,0,196624384,4468736,,,,0,10496245760,238551040,,
carat,llama_2_70b,single_node,,128x8,256,1,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_85,1787938752322013125,44765946.265600003,8606711.8080000002,1994.7520000000009,36148189.593600005,8681.4719999999998,44757264.7936,8681.4719999999998,107583.8976,24.934400000000011,451852.36992000008,3.6863999999999999,104.83199999999999,17906378506240,17902905917440,3472588800,43033559040,9973760.0000000019,180740947968,1474560,41932800,643998852569.67383,2.5912464199999996,0.10879931999999999,692108862724.67358,9.14109412,0.48366567199999999,11076473817.203606,1.3796147200000002,0.066121215999999997,,,,2281989983.2829456,4.7280780800000004,0.21119974399999999,23643479688.58987,0.18920447999999998,0.010691071999999999,43976136812.658913,0.19218746,0.0088790799999999993,1379827776212.3884,18.073809999999998,0.88322533599999997,591369811647.74915,27.313187999999997,1.53584433864,,,,1971197587860.1377,45.386998000000006,,45.386998000000006,1970401803314.3359,45.386998000000006,795784545.80184674,45.386998000000006,4735861054.9376945,45.386998000000006,2897985.4217441855,45.386998000000006,19890279227.128712,45.386998000000006,199946.8978731008,45.386998000000006,9747359.9246499836,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,290402588426240,1134583848960,0,,,,0,427693178880,9720299520,,,,697932185600,2726297600,0,,,,571998208,4718592,0,,,,2931315179520,11450449920,0,,,,0,98041856,2228224,,,,0,5248122880,119275520,,
carat,llama_2_70b,single_node,,128x8,256,4,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_86,1787938752290012830,45060131.315200008,8657043.4560000002,7979.0080000000034,36359582.515200004,34174.655999999995,45025956.659200005,34174.655999999995,108213.04320000001,99.737600000000043,454494.78144000005,7.8552,419.32799999999997,18024052526080,18010382663680,13669862400,43285217280,39895040.000000007,181797912576,3142080,167731200,2575995410278.6953,2.5912464199999996,0.10879931999999999,2476260041232.3999,9.14109412,0.48366567199999999,44305895268.814423,1.3796147200000002,0.066121215999999997,,,,9128091253.4984932,4.7280780800000004,0.21119974399999999,23784925247.766266,0.18920447999999998,0.010691071999999999,160830038249.62454,0.19218746,0.0088790799999999993,5141272323996.0234,18.073809999999998,0.88322533599999997,661471146920.70203,27.313187999999997,1.53584433864,,,,5802743470916.7256,45.386998000000006,,45.386998000000006,5799560203310.2002,45.386998000000006,3183267606.5252633,45.386998000000006,13938529992.341978,45.386998000000006,11591965.400087168,45.386998000000006,58540477153.397903,45.386998000000006,801405.38296586217,45.386998000000006,38989439.698599935,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,1161610353704960,4538336706560,0,,,,0,1710859223040,38883164160,,,,2791728742400,10905190400,0,,,,2287992832,18890752,0,,,,11725260718080,45801799680,0,,,,0,393248768,8937472,,,,0,20992491520,477102080,,
carat,llama_2_70b,single_node,,128x8,128,4,16,/home/da109073/research/archx/zoo/llm/designs/carat/description/runs/llama_2_70b/arch_8/event_1/config_87,1787938752258012535,45053809.216000006,8657043.4560000002,2100.4288000000001,36359582.515200004,33731.135999999999,45020078.080000006,33731.135999999999,108213.04320000001,26.255360000000003,454494.78144000005,2.3111999999999999,419.32799999999997,18021523686400,18008031232000,13492454400,43285217280,10502144,181797912576,924480,167731200,2575706150763.3911,2.5912464199999996,0.10879931999999999,2475984330889.6528,9.14109412,0.48366567199999999,44300967938.656563,1.3796147200000002,0.066121215999999997,,,,9093656593.6075077,4.7280780800000004,0.21119974399999999,23782259484.741867,0.18920447999999998,0.010691071999999999,160809197580.65121,0.19218746,0.0088790799999999993,5140663792843.4033,18.073809999999998,0.88322533599999997,661376922715.3042,27.313187999999997,1.53584433864,,,,5802040715558.707,45.386998000000006,,45.386998000000006,5798902696872.0635,45.386998000000006,3138018686.6437817,45.386998000000006,13938529992.341978,45.386998000000006,3373134.9233943298,45.386998000000006,58540477153.397903,45.386998000000006,235793.88444733439,45.386998000000006,38989439.698599935,45.386998000000006,2.4190696746399998,2.4190696746399998,0.33237657599999998,,1161481169141760,4537496535040,0,,,,0,1688655626240,38378536960,,,,2791728742400,10905190400,0,,,,673185792,8388608,0,,,,11725260718080,45801799680,0,,,,0,115703808,2629632,,,,0,20992491520,477102080,,
