carbon,layer,arch,subarch,arch_dim,model,normalized_carbon
0.12042153451002449,projection,mugi,vlp,128x8,llama_2_7b,0.20772385641031374
0.2126876899410724,attention,mugi,vlp,128x8,llama_2_7b,0.3668804532787519
0.2423873967562085,ffn,mugi,vlp,128x8,llama_2_7b,0.41811163596545137
0.0019150425399635906,nonlinear,mugi,vlp,128x8,llama_2_7b,0.0033033960512928403
0.23488603298136554,projection,mugi,vlp,128x8,llama_2_13b,0.2237799898069452
0.3323245155319072,attention,mugi,vlp,128x8,llama_2_13b,0.31661131892090016
0.475113346550133,ffn,mugi,vlp,128x8,llama_2_13b,0.45264871009408736
0.002996124464001228,nonlinear,mugi,vlp,128x8,llama_2_13b,0.0028544596437018676
1.2002182045210414,projection,mugi,vlp,128x8,llama_2_70b,0.22040416426609002
1.0634384496972158,attention,mugi,vlp,128x8,llama_2_70b,0.1952863753199572
3.1480745740057308,ffn,mugi,vlp,128x8,llama_2_70b,0.578102167520403
0.009991018940915326,nonlinear,mugi,vlp,128x8,llama_2_70b,0.001834718196694802
0.6751227400503266,projection,mugi,vlp,128x8,llama_2_70b_GQA,0.16782696289625607
0.1743163126597011,attention,mugi,vlp,128x8,llama_2_70b_GQA,0.04333282764963751
3.148074574005731,ffn,mugi,vlp,128x8,llama_2_70b_GQA,0.7825714694292816
0.009991018940915322,nonlinear,mugi,vlp,128x8,llama_2_70b_GQA,0.002483640774665351
0.1204215345100245,projection,mugi,lut,128x8,llama_2_7b,0.20772385641031377
0.2126876899410724,attention,mugi,lut,128x8,llama_2_7b,0.3668804532787519
0.2423873967562085,ffn,mugi,lut,128x8,llama_2_7b,0.41811163596545137
0.0019155376707273297,nonlinear,mugi,lut,128x8,llama_2_7b,0.0033042501383304264
0.2348860329813655,projection,mugi,lut,128x8,llama_2_13b,0.22377998980694516
0.33232451553190734,attention,mugi,lut,128x8,llama_2_13b,0.3166113189209002
0.475113346550133,ffn,mugi,lut,128x8,llama_2_13b,0.45264871009408736
0.002996898598243164,nonlinear,mugi,lut,128x8,llama_2_13b,0.00285519717479544
1.2002182045210414,projection,mugi,lut,128x8,llama_2_70b,0.22040416426609002
