carbon,layer,arch,subarch,arch_dim,model,normalized_carbon
1.1623192169875873e-05,attention,simd,mac,16x16,llama_2_7b,0.4164549885274761
1.3311984839140447e-05,ffn,simd,mac,16x16,llama_2_7b,0.4769638505874737
2.913102520894117e-06,nonlinear,simd,mac,16x16,llama_2_7b,0.10437546408830277
5.5580517398674834e-06,onchip_em,simd,mac,16x16,llama_2_7b,0.19914308734915723
1.2541830419119732e-05,projection,simd,mac,16x16,llama_2_13b,0.2580911823155883
1.8063814582126198e-05,attention,simd,mac,16x16,llama_2_13b,0.3717249481800706
2.5397118196123513e-05,ffn,simd,mac,16x16,llama_2_13b,0.5226328250024542
4.5547604456154876e-06,nonlinear,simd,mac,16x16,llama_2_13b,0.09372982007323971
9.913145009280067e-06,onchip_em,simd,mac,16x16,llama_2_13b,0.2039969629959754
6.055437301060309e-05,projection,simd,mac,16x16,llama_2_70b,0.2658496440382411
5.718069827734337e-05,attention,simd,mac,16x16,llama_2_70b,0.25103832352831096
0.0001589550211467297,ffn,simd,mac,16x16,llama_2_70b,0.697854402398812
1.519736600190408e-05,nonlinear,simd,mac,16x16,llama_2_70b,0.06672043885612727
4.962132843881095e-05,onchip_em,simd,mac,16x16,llama_2_70b,0.21785069923608405
3.406183481846423e-05,projection,simd,mac,16x16,llama_2_70b_GQA,0.22347928688587543
7.524782494291984e-06,attention,simd,mac,16x16,llama_2_70b_GQA,0.049370007069734025
0.0001589550211467297,ffn,simd,mac,16x16,llama_2_70b_GQA,1.0429019740752197
1.519736600190408e-05,nonlinear,simd,mac,16x16,llama_2_70b_GQA,0.09970973480289759
3.619762255851565e-05,onchip_em,simd,mac,16x16,llama_2_70b_GQA,0.23749216445486504
7.195537515655581e-06,projection,simd,figna,16x16,llama_2_7b,0.2578136410148823
1.2757129580763705e-05,attention,simd,figna,16x16,llama_2_7b,0.45708357700303004
1.4503435102933378e-05,ffn,simd,figna,16x16,llama_2_7b,0.519653104854896
3.144946420599085e-06,nonlinear,simd,figna,16x16,llama_2_7b,0.11268235148899769
6.0652433250135545e-06,onchip_em,simd,figna,16x16,llama_2_7b,0.21731558787105948
1.3687125825784092e-05,projection,simd,figna,16x16,llama_2_13b,0.2816595639416065
1.9833835355049346e-05,attention,simd,figna,16x16,llama_2_13b,0.40814919717250353
2.771634139461884e-05,ffn,simd,figna,16x16,llama_2_13b,0.5703587977951409
4.91726198345305e-06,nonlinear,simd,figna,16x16,llama_2_13b,0.10118953268018804
1.0817754028115776e-05,onchip_em,simd,figna,16x16,llama_2_13b,0.22261239658123022
6.632396830460366e-05,projection,simd,figna,16x16,llama_2_70b,0.2911796867568105
6.283352358878547e-05,attention,simd,figna,16x16,llama_2_70b,0.2758557152729848
0.0001741002087934812,ffn,simd,figna,16x16,llama_2_70b,0.7643457645350568
1.640763796652746e-05,nonlinear,simd,figna,16x16,llama_2_70b,0.07203385149650338
5.4149447536265485e-05,onchip_em,simd,figna,16x16,llama_2_70b,0.23773033451874587
3.7307232171339554e-05,projection,simd,figna,16x16,llama_2_70b_GQA,0.24477229972406597
8.241727068160087e-06,attention,simd,figna,16x16,llama_2_70b_GQA,0.054073871760484275
0.0001741002087934812,ffn,simd,figna,16x16,llama_2_70b_GQA,1.142269367320109
1.640763796652746e-05,nonlinear,simd,figna,16x16,llama_2_70b_GQA,0.1076503145465755
3.950078172709339e-05,onchip_em,simd,figna,16x16,llama_2_70b_GQA,0.25916415186830105
