flops,execution_time,cycle_count,throughput,energy_efficiency,power_efficiency,layer,arch,subarch,arch_dim,model
1375.05538048,82.16555520000006,32866222080.000023,16.73518029705955,1.4603609440378158,119.99136775926335,attention,carat,,256x8,llama_2_13b
14133.1267584,69.00940800000001,27603763200.0,204.79999999999998,4.791093096311772,330.6304982493624,ffn,carat,,256x8,llama_2_13b
17867.06395136,87.24152320000002,34896609280.0,204.79999999999995,3.78990325283792,330.63693255821494,projection,carat,,256x8,llama_2_70b
2200.088608768,131.4648883200001,52585955328.000046,16.73518029705955,0.9127255900236347,119.99136775926335,attention,carat,,256x8,llama_2_70b
46901.04287232,229.00899840000002,91603599360.0,204.79999999999998,1.4437979891283028,330.6427313822068,ffn,carat,,256x8,llama_2_70b
10050.22347264,49.0733568,19629342720.0,204.8,6.737605782822973,330.63693255821505,projection,carat,,256x8,llama_2_70b_GQA
2200.088608768,16.446873600000014,6578749440.000006,133.7694118819031,18.60882639197615,306.0570155131761,attention,carat,,256x8,llama_2_70b_GQA
46901.04287232,229.00899840000002,91603599360.0,204.79999999999998,1.4437979891283028,330.6427313822068,ffn,carat,,256x8,llama_2_70b_GQA
4466.76598784,43.285217280000005,17314086912.0,103.19379844961239,7.584964843343275,328.3168513052748,projection,systolic,mac,16x16,llama_2_7b
1100.044304384,86.05646848000022,34422587392.00008,12.782819511582138,1.5702932213238985,135.13388910521806,attention,systolic,mac,16x16,llama_2_7b
9003.32519424,87.24676608,34898706432.0,103.1937984496124,3.7631985545536617,328.32690400173743,ffn,systolic,mac,16x16,llama_2_7b
6979.321856,67.633152,27053260800.0,103.1937984496124,4.854519529152744,328.3264572021559,projection,systolic,mac,16x16,llama_2_13b
1375.05538048,107.57058560000026,43028234240.0001,12.782819511582138,1.2562345746736208,135.13388884860865,attention,systolic,mac,16x16,llama_2_13b
14133.1267584,136.95713279999998,54782853120.0,103.19379844961242,2.397352479081047,328.33452184591215,ffn,systolic,mac,16x16,llama_2_13b
17867.06395136,173.14086912000002,69256347648.0,103.19379844961239,1.8963799175219198,328.34086710145914,projection,systolic,mac,16x16,llama_2_70b
2200.088608768,172.11293696000044,68845174784.00015,12.782819511582138,0.7851466088161742,135.13388878753634,attention,systolic,mac,16x16,llama_2_70b
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.7224430270149914,328.34658566603053,ffn,systolic,mac,16x16,llama_2_70b
10050.22347264,97.39173888,38956695552.0,103.1937984496124,3.3713420755945247,328.3408671014592,projection,systolic,mac,16x16,llama_2_70b_GQA
2200.088608768,21.518704640000056,8607481856.00002,102.24075498849332,15.154716072175063,326.1098590601969,attention,systolic,mac,16x16,llama_2_70b_GQA
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.7224430270149914,328.34658566603053,ffn,systolic,mac,16x16,llama_2_70b_GQA
4466.76598784,43.285217280000005,17314086912.0,103.19379844961239,7.319137991967322,316.8104782846084,projection,systolic,figna,16x16,llama_2_7b
1100.044304384,86.05646848000022,34422587392.00008,12.782819511582138,1.481320834356358,127.47723969055555,attention,systolic,figna,16x16,llama_2_7b
9003.32519424,87.24676608,34898706432.0,103.1937984496124,3.6313075306790257,316.8198386936953,ffn,systolic,figna,16x16,llama_2_7b
6979.321856,67.633152,27053260800.0,103.1937984496124,4.684380563303754,316.81942266376836,projection,systolic,figna,16x16,llama_2_13b
1375.05538048,107.57058560000026,43028234240.0001,12.782819511582138,1.1850566654067771,127.47723946699058,attention,systolic,figna,16x16,llama_2_13b
14133.1267584,136.95713279999998,54782853120.0,103.19379844961242,2.313329181459472,316.8269319152601,ffn,systolic,figna,16x16,llama_2_13b
17867.06395136,173.14086912000002,69256347648.0,103.19379844961239,1.829913652333118,316.8328401795096,projection,systolic,figna,16x16,llama_2_70b
2200.088608768,172.11293696000044,68845174784.00015,12.782819511582138,0.7406604155700907,127.47723941378273,attention,systolic,figna,16x16,llama_2_70b
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.697121678496817,316.8381649054968,ffn,systolic,figna,16x16,llama_2_70b
10050.22347264,97.39173888,38956695552.0,103.1937984496124,3.2531798263699883,316.8328401795096,projection,systolic,figna,16x16,llama_2_70b_GQA
2200.088608768,21.518704640000056,8607481856.00002,102.24075498849332,14.625446942467631,314.7206729829528,attention,systolic,figna,16x16,llama_2_70b_GQA
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.697121678496817,316.8381649054968,ffn,systolic,figna,16x16,llama_2_70b_GQA
4466.76598784,43.285217280000005,17314086912.0,103.19379844961239,7.895957320869463,341.7782282674414,projection,simd,mac,16x16,llama_2_7b
1100.044304384,86.05646848000022,34422587392.00008,12.782819511582138,1.606624916019083,138.2604664445792,attention,simd,mac,16x16,llama_2_7b
9003.32519424,87.24676608,34898706432.0,103.1937984496124,3.9174990383997024,341.78912222188376,ffn,simd,mac,16x16,llama_2_7b
6979.321856,67.633152,27053260800.0,103.1937984496124,5.053566600465168,341.7886380313839,projection,simd,mac,16x16,llama_2_13b
1375.05538048,107.57058560000026,43028234240.0001,12.782819511582138,1.2852999303181054,138.26046617595813,attention,simd,mac,16x16,llama_2_13b
14133.1267584,136.95713279999998,54782853120.0,103.19379844961242,2.4956522569820327,341.7973775821079,ffn,simd,mac,16x16,llama_2_13b
17867.06395136,173.14086912000002,69256347648.0,103.19379844961239,1.974139644808062,341.80425386631595,projection,simd,mac,16x16,llama_2_70b
2200.088608768,172.11293696000044,68845174784.00015,12.782819511582138,0.8033124560773675,138.26046611202705,attention,simd,mac,16x16,llama_2_70b
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.7520668332840065,341.8104510216874,ffn,simd,mac,16x16,llama_2_70b
10050.22347264,97.39173888,38956695552.0,103.1937984496124,3.5095815907698875,341.80425386631595,projection,simd,mac,16x16,llama_2_70b_GQA
2200.088608768,21.518704640000056,8607481856.00002,102.24075498849332,15.77161451350531,339.38471441205894,attention,simd,mac,16x16,llama_2_70b_GQA
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.7520668332840065,341.8104510216874,ffn,simd,mac,16x16,llama_2_70b_GQA
4466.76598784,43.285217280000005,17314086912.0,103.19379844961239,7.608298513212341,329.3268542754971,projection,simd,figna,16x16,llama_2_7b
1100.044304384,86.05646848000022,34422587392.00008,12.782819511582138,1.5136097492096554,130.25590967388175,attention,simd,figna,16x16,llama_2_7b
9003.32519424,87.24676608,34898706432.0,103.1937984496124,3.774775658921257,329.33696891838076,ffn,simd,figna,16x16,llama_2_7b
6979.321856,67.633152,27053260800.0,103.1937984496124,4.869453953077686,329.33651936550393,projection,simd,figna,16x16,llama_2_13b
1375.05538048,107.57058560000026,43028234240.0001,12.782819511582138,1.2108877971978242,130.2559094404643,attention,simd,figna,16x16,llama_2_13b
14133.1267584,136.95713279999998,54782853120.0,103.19379844961242,2.4047278661069678,329.3446337062726,ffn,simd,figna,16x16,llama_2_13b
17867.06395136,173.14086912000002,69256347648.0,103.19379844961239,1.9022141897415759,329.3510180642531,projection,simd,figna,16x16,llama_2_70b
2200.088608768,172.11293696000044,68845174784.00015,12.782819511582138,0.7568048729258711,130.25590938491158,attention,simd,figna,16x16,llama_2_70b
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.724665684447304,329.3567718699454,ffn,simd,figna,16x16,llama_2_70b
10050.22347264,97.39173888,38956695552.0,103.1937984496124,3.3817141150961354,329.3510180642531,projection,simd,figna,16x16,llama_2_70b_GQA
2200.088608768,21.518704640000056,8607481856.00002,102.24075498849332,15.199192556908892,327.0669353986097,attention,simd,figna,16x16,llama_2_70b_GQA
46901.04287232,454.49478144000005,181797912576.0,103.1937984496124,0.724665684447304,329.3567718699454,ffn,simd,figna,16x16,llama_2_70b_GQA
4466.76598784,2.7262976000000005,1090519040.0,1638.3999999999996,85.78004961317612,233.861943388283,projection,tensor,,8x16x16,llama_2_7b
1102.026113024,5.388369920000014,2155347968.000005,204.51938701045924,8.890367299990007,47.90458773701789,attention,tensor,,8x16x16,llama_2_7b
9003.32519424,5.4951936,2198077440.0,1638.3999999999999,42.56090991692473,233.88043978566134,ffn,tensor,,8x16x16,llama_2_7b
6979.321856,4.2598400000000005,1703936000.0,1638.3999999999996,54.90338079867499,233.8796176614277,projection,tensor,,8x16x16,llama_2_13b
1377.53264128,6.735462400000015,2694184960.000006,204.51938701045927,7.112293804669571,47.90458749910495,attention,tensor,,8x16x16,llama_2_13b
14133.1267584,8.626176000000001,3450470400.0,1638.3999999999999,27.11450095450454,233.89445738572417,ffn,tensor,,8x16x16,llama_2_13b
17867.06395136,10.905190400000002,4362076160.0,1638.3999999999996,21.44906466564367,233.90613408075663,projection,tensor,,8x16x16,llama_2_70b
2204.052226048,10.776739840000028,4310695936.00001,204.51938701045924,4.445183619791778,47.90458741152559,attention,tensor,,8x16x16,llama_2_70b
46901.04287232,28.626124800000003,11450449920.0,1638.3999999999999,8.171439891712238,233.91665813585303,ffn,tensor,,8x16x16,llama_2_70b
10050.22347264,6.134169600000001,2453667840.0,1638.3999999999999,38.13167051669987,233.90613408075666,projection,tensor,,8x16x16,llama_2_70b_GQA
2204.052226048,1.3476659200000032,539066368.0000012,1635.4589021943918,171.78161826095214,231.50423261273542,attention,tensor,,8x16x16,llama_2_70b_GQA
46901.04287232,28.626124800000003,11450449920.0,1638.3999999999999,8.171439891712238,233.91665813585303,ffn,tensor,,8x16x16,llama_2_70b_GQA
