arch,archx,pnr,percent_error,archx_norm,syn_norm
4,0.1347496,0.05800855,132.29265341057484,2.3229265341057483,1.0
8,0.2694992,0.16484606,63.48537538598132,4.645853068211497,2.8417545344608683
16,0.5389984,0.52101069,3.452464670158685,9.291706136422993,8.98161891652179
32,1.0779968,1.66984167,-35.443172884768174,18.583412272845987,28.78613014805576
