arch,archx,pnr,percent_error,archx_norm,syn_norm
8x3,0.55664568,0.57966627,-3.9713523438236287,0.9602864765617637,1.0
16x4,1.48438848,1.52456516,-2.63528782200428,2.560763937498036,2.6300739561748174
32x5,3.7109712,3.80941356,-2.58418673765628,6.4019098437450905,6.571735767892791
64x6,8.90633088,9.17620493,-2.9410203026056467,15.364583624988219,15.830151597401036
